"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"3",256,0,5.9233e-05,15,1,32,1,46,3072,2,"lud_perimeter",10,714030,11520,7440,15,39885,32512,8370,4560,720,465,641954,641952,0.06213,0.015625,0.707917,0.457196,0,0.682845,0.457196,0.707917,12.84267,100,100,0.086976,2659,1.711269,1.731183,2.342105,1,1,14490,10680,720,465,0,1958,938,56.987318,42.003075,0.96257,0.461129,3930,3930,27514,14115,119040,0,3840,57600,0,0,0,3840,1,1,1,44544,65280,0,263040,33120,225840,25200,0.043416,0,0.068466,"Tesla-K40"
"6",256,0,5.824e-05,14,1,32,1,46,3072,2,"lud_perimeter",10,714636,10752,6944,14,37226,30341,7812,4256,672,434,599106,607490,0.061278,0.015625,0.660777,0.426752,0,0.638653,0.426752,0.660777,12.84267,100,100,0.086905,2659,1.709763,1.731183,2.342105,1,1,13524,9968,672,434,0,1885,882,53.192551,39.206104,0.926759,0.433635,3668,3668,25674,13174,111104,0,3584,53760,0,0,0,3584,1,1,1,41583,60928,0,245504,30912,210784,23520,0.040487,0,0.068404,"Tesla-K40"
"9",256,0,5.7984e-05,13,1,32,1,46,3072,2,"lud_perimeter",10,705762,9984,6448,13,34567,28197,7254,3952,624,403,556419,556586,0.062105,0.015625,0.612891,0.395826,0,0.591283,0.395826,0.612891,12.84267,100,100,0.088216,2659,1.735989,1.731183,2.342105,1,1,12558,9256,624,403,0,1569,813,49.337736,36.364874,0.770534,0.399263,3406,3406,23849,12233,103168,0,3328,49920,0,0,0,3328,1,1,1,38643,56576,0,227968,28704,195728,21840,0.038068,0,0.069465,"Tesla-K40"
"12",256,0,5.7984e-05,12,1,32,1,46,3072,2,"lud_perimeter",10,713244,9216,5952,12,31908,26004,6696,3648,576,372,521442,521444,0.062104,0.015625,0.566754,0.366029,0,0.544123,0.366029,0.566754,12.84267,100,100,0.086896,2659,1.70946,1.731183,2.342105,1,1,11592,8544,576,372,0,1244,750,45.623721,33.627422,0.612016,0.368981,3144,3144,21998,11292,95232,0,3072,46080,0,0,0,3072,1,1,1,35627,52224,0,210432,26496,180672,20160,0.034771,0,0.068405,"Tesla-K40"
"15",256,0,5.808e-05,11,1,32,1,46,3072,2,"lud_perimeter",10,714132,8448,5456,11,29249,23857,6138,3344,528,341,470957,471000,0.061222,0.015625,0.519859,0.335743,0,0.499183,0.335743,0.519859,12.84267,100,100,0.086895,2659,1.709703,1.731183,2.342105,1,1,10626,7832,528,341,0,1390,690,41.848687,30.844995,0.684285,0.339681,2882,2882,20178,10351,87296,0,2816,42240,0,0,0,2816,1,1,1,32685,47872,0,192896,24288,165616,18480,0.031834,0,0.068409,"Tesla-K40"
"18",256,0,5.8016e-05,10,1,32,1,46,3072,2,"lud_perimeter",10,713493,7680,4960,10,26590,21640,5580,3040,480,310,428363,428356,0.061182,0.015625,0.472662,0.305261,0,0.456907,0.305261,0.472662,12.84267,100,100,0.086753,2659,1.706844,1.731183,2.342105,1,1,9660,7120,480,310,0,1522,625,38.049289,28.044611,0.749366,0.307723,2620,2620,18349,9410,79360,0,2560,38400,0,0,0,2560,1,1,1,29701,43520,0,175360,22080,150560,16800,0.028965,0,0.068297,"Tesla-K40"
"21",256,0,5.8016e-05,9,1,32,1,46,3072,2,"lud_perimeter",10,706851,6912,4464,9,23931,19512,5022,2736,432,279,385408,385546,0.062071,0.015625,0.425003,0.274481,0,0.411721,0.274481,0.425003,12.84267,100,100,0.088119,2659,1.734133,1.731183,2.342105,1,1,8694,6408,432,279,0,1356,561,34.212708,25.21682,0.667018,0.275957,2358,2358,16507,8469,71424,0,2304,34560,0,0,0,2304,1,1,1,26736,39168,0,157824,19872,135504,15120,0.026314,0,0.069391,"Tesla-K40"
"24",256,0,5.8016e-05,8,1,32,1,46,3072,2,"lud_perimeter",10,705330,6144,3968,8,21272,17311,4464,2432,384,248,342760,342808,0.062052,0.015625,0.377855,0.244031,0,0.363095,0.244031,0.377855,12.84267,100,100,0.088132,2659,1.734464,1.731183,2.342105,1,1,7728,5696,384,248,0,905,501,30.417321,22.419392,0.445259,0.246491,2096,2096,14676,7528,63488,0,2048,30720,0,0,0,2048,1,1,1,23770,34816,0,140288,17664,120448,13440,0.023441,0,0.069396,"Tesla-K40"
"27",256,0,5.8048e-05,7,1,32,1,46,3072,2,"lud_perimeter",10,705501,5376,3472,7,18613,15167,3906,2128,336,217,299912,299916,0.060891,0.015625,0.330596,0.21351,0,0.318789,0.21351,0.330596,12.84267,100,100,0.088093,2659,1.733389,1.731183,2.342105,1,1,6762,4984,336,217,0,977,444,26.612959,19.615349,0.480643,0.218429,1834,1834,12835,6587,55552,0,1792,26880,0,0,0,1792,1,1,1,20809,30464,0,122752,15456,105392,11760,0.020506,0,0.069376,"Tesla-K40"
"30",256,0,5.7984e-05,6,1,32,1,46,3072,2,"lud_perimeter",10,708510,4608,2976,6,15954,13002,3348,1824,288,186,257126,257104,0.062052,0.015625,0.283059,0.182809,0,0.273722,0.182809,0.283059,12.84267,100,100,0.088077,2659,1.732954,1.731183,2.342105,1,1,5796,4272,288,186,0,666,377,22.786282,16.794858,0.327287,0.185266,1572,1572,10999,5646,47616,0,1536,23040,0,0,0,1536,1,1,1,17831,26112,0,105216,13248,90336,10080,0.017502,0,0.069349,"Tesla-K40"
"33",256,0,5.8241e-05,5,1,32,1,46,3072,2,"lud_perimeter",10,716325,3840,2480,5,13295,10826,2790,1520,240,155,214447,218892,0.060737,0.015625,0.235735,0.152246,0,0.228368,0.152246,0.235735,12.84267,100,100,0.086361,2659,1.698905,1.731183,2.342105,1,1,4830,3560,240,155,0,798,317,18.976678,13.986951,0.39191,0.155683,1310,1310,9172,4705,39680,0,1280,19200,0,0,0,1280,1,1,1,14854,21760,0,87680,11040,75280,8400,0.014425,0,0.067993,"Tesla-K40"
