"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"2",256,0,1.9e-05,1,1,16,1,32,1,9,"lud_diagonal",9,634314,256,240,1,2395,1762,510,256,16,15,19623,19631,0.003662,0.000469,0.059124,0.055429,0,0.007391,0.055429,0.118249,11.555118,50,100,0.00367,2395,0.159111,1.494118,1.984375,4,2,762,508,64,30,0,64,43,5.631586,3.754391,0.118249,0.079448,321,321,860,829,2600,0,120,1240,0,0,0,120,1,1,1,2081,1480,0,7019,2018,5192,2844,0.003202,0,0.106049,"Tesla-P100"
"5",256,0,1.7e-05,1,1,16,1,32,1,9,"lud_diagonal",9,695266,256,240,1,2395,1762,510,256,16,15,19625,21802,0.00334,0.000475,0.059066,0.055374,0,0,0.055374,0.118131,11.555118,50,100,0.003347,2395,0.145105,1.494118,1.984375,4,2,762,508,64,30,0,200,43,5.626005,3.75067,0.36916,0.079369,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0.002922,0,0.096374,"Tesla-P100"
"8",256,0,1.7e-05,1,1,16,1,32,1,9,"lud_diagonal",9,634466,256,240,1,2395,1762,510,256,16,15,19621,19622,0.003662,0.000469,0.059187,0.055487,0,0,0.055487,0.118373,11.555118,50,100,0.122312,2395,5.302721,1.494118,1.984375,4,2,762,508,64,30,0,200,43,5.637527,3.758352,0.369916,0.079532,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0.003202,0,0.106054,"Tesla-P100"
"11",256,0,1.7e-05,1,1,16,1,32,1,9,"lud_diagonal",9,634529,256,240,1,2395,1762,510,256,16,15,22125,19625,0.003661,0.000469,0.059121,0.055426,0,0.103461,0.055426,0.118241,11.555118,50,100,0.109729,2395,4.757224,1.494118,1.984375,4,2,762,508,64,30,0,208,43,5.631237,3.754158,0.384284,0.079443,321,321,860,829,2600,0,120,1240,0,0,0,120,1,1,1,2081,1480,0,7019,2018,5192,2844,0.003201,0,0.095144,"Tesla-P100"
"14",256,0,1.7e-05,1,1,16,1,32,1,9,"lud_diagonal",9,634761,256,240,1,2395,1762,510,256,16,15,19635,19624,0.00366,0.000469,0.059073,0.055381,0,0,0.055381,0.118146,11.555118,50,100,0.003668,2395,0.159004,1.494118,1.984375,4,2,762,508,64,30,0,56,43,5.626702,3.751135,0.103378,0.079379,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0.0032,0,0.105984,"Tesla-P100"
"17",256,0,1.7e-05,1,1,16,1,32,1,9,"lud_diagonal",9,695278,256,240,1,2395,1762,510,256,16,15,19623,21814,0.00334,0.000475,0.059146,0.05545,0,0,0.05545,0.118293,11.555118,50,100,0.003347,2395,0.1451,1.494118,1.984375,4,2,762,508,64,30,0,200,43,5.633681,3.755788,0.369664,0.079478,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0.002921,0,0.094574,"Tesla-P100"
"20",256,0,1.7e-05,1,1,16,1,32,1,9,"lud_diagonal",9,634720,256,240,1,2395,1762,510,256,16,15,21581,19637,0.00366,0.000469,0.059058,0.055367,0,0,0.055367,0.118117,11.555118,50,100,0.108642,2395,4.710063,1.494118,1.984375,4,2,762,508,64,30,0,208,43,5.625308,3.750206,0.383879,0.07936,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0.0032,0,0.094201,"Tesla-P100"
"23",256,0,1.8e-05,1,1,16,1,32,1,9,"lud_diagonal",9,634411,256,240,1,2395,1762,510,256,16,15,19622,19623,0.003662,0.000469,0.059194,0.055494,0,0,0.055494,0.118388,11.555118,50,100,0.00367,2395,0.15909,1.494118,1.984375,4,2,762,508,64,30,0,56,43,5.638227,3.758818,0.103589,0.079542,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0.003202,0,0.106054,"Tesla-P100"
"26",256,0,1.8e-05,1,1,16,1,32,1,9,"lud_diagonal",9,702886,256,240,1,2395,1762,510,256,16,15,21972,22055,0.003304,0.000475,0.059088,0.055395,0,0.007386,0.055395,0.118175,11.555118,50,100,0.003311,2395,0.143529,1.494118,1.984375,4,2,762,508,64,30,0,64,43,5.628097,3.752064,0.118175,0.079399,321,321,860,829,2600,0,120,1240,0,0,0,120,1,1,1,2081,1480,0,7019,2018,5192,2844,0.00289,0,0.106011,"Tesla-P100"
"29",256,0,1.7e-05,1,1,16,1,32,1,9,"lud_diagonal",9,693777,256,240,1,2395,1762,510,256,16,15,715521,21744,0.003347,0.000475,0.059102,0.055408,0,0,0.055408,0.118205,11.555118,50,100,0.122281,2395,5.301371,1.494118,1.984375,4,2,762,508,64,30,0,208,43,5.629492,3.752994,0.384165,0.079419,321,321,860,829,2600,0,120,1240,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0.002928,0,0.106027,"Tesla-P100"
