"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"3",256,0,6.2113e-05,15,1,32,1,46,3072,4,"lud_perimeter",10,760312,11520,7440,15,39885,31230,8370,4560,720,465,708610,759124,0.05671,0.016739,0.687867,0.444248,0,0.444248,0.444248,0.687867,12.84267,100,100,0.078785,2659,1.540686,1.731183,2.342105,1,1,14490,10680,720,465,0,1530,931,55.373306,40.813451,0.730859,0.444725,3930,3930,27517,14115,119040,0,3840,57600,0,0,0,3840,1,1,1,43268,65280,0,263040,33120,225840,25200,0.040773,0,0.061653,"Titan"
"6",256,0,6.1985e-05,14,1,32,1,46,3072,4,"lud_perimeter",10,761628,10752,6944,14,37226,29149,7812,4256,672,434,702883,699258,0.053236,0.015625,0.642164,0.414731,0,0.415209,0.414731,0.642164,12.84267,100,100,0.073804,2659,1.443563,1.731183,2.342105,1,1,13524,9968,672,434,0,1645,869,51.694181,38.101715,0.785982,0.415209,3668,3668,25685,13174,111104,0,3584,53760,0,0,0,3584,1,1,1,40391,60928,0,245504,30912,210784,23520,0.037989,0,0.057768,"Titan"
"9",256,0,6.1378e-05,13,1,32,1,46,3072,4,"lud_perimeter",10,761096,9984,6448,13,34567,27063,7254,3952,624,403,652535,655042,0.052771,0.015625,0.595855,0.384823,0,0.385301,0.384823,0.595855,12.84267,100,100,0.073469,2659,1.436781,1.731183,2.342105,1,1,12558,9256,624,403,0,1760,813,47.966365,35.354091,0.840309,0.388165,3406,3406,23846,12233,103168,0,3328,49920,0,0,0,3328,1,1,1,37488,56576,0,227968,28704,195728,21840,0.0353,0,0.057484,"Titan"
"12",256,0,6.1345e-05,12,1,32,1,46,3072,4,"lud_perimeter",10,759682,9216,5952,12,31908,24990,6696,3648,576,372,600553,600420,0.053143,0.015625,0.550382,0.355455,0,0.355933,0.355455,0.550382,12.84267,100,100,0.073627,2659,1.440019,1.731183,2.342105,1,1,11592,8544,576,372,0,1734,752,44.305747,32.655995,0.828439,0.359277,3144,3144,22008,11292,95232,0,3072,46080,0,0,0,3072,1,1,1,34618,52224,0,210432,26496,180672,20160,0.032645,0,0.057611,"Titan"
"15",256,0,6.1314e-05,11,1,32,1,46,3072,4,"lud_perimeter",10,761992,8448,5456,11,29249,22889,6138,3344,528,341,549598,549600,0.053368,0.015625,0.504501,0.325823,0,0.325823,0.325823,0.504501,12.84267,100,100,0.073405,2659,1.435833,1.731183,2.342105,1,1,10626,7832,528,341,0,1139,689,40.612299,29.933703,0.544154,0.329168,2882,2882,20182,10351,87296,0,2816,42240,0,0,0,2816,1,1,1,31731,47872,0,192896,24288,165616,18480,0.029834,0,0.057451,"Titan"
"18",256,0,6.1441e-05,10,1,32,1,46,3072,4,"lud_perimeter",10,760270,7680,4960,10,26590,20818,5580,3040,480,310,502888,502258,0.05294,0.015625,0.458902,0.296374,0,0.296852,0.296374,0.458902,12.84267,100,100,0.07346,2659,1.436808,1.731183,2.342105,1,1,9660,7120,480,310,0,1273,626,36.941591,27.22817,0.608523,0.299242,2620,2620,18342,9410,79360,0,2560,38400,0,0,0,2560,1,1,1,28838,43520,0,175360,22080,150560,16800,0.027183,0,0.057488,"Titan"
"21",256,0,6.1409e-05,9,1,32,1,46,3072,4,"lud_perimeter",10,759654,6912,4464,9,23931,18729,5022,2736,432,279,452418,453036,0.052824,0.015625,0.412674,0.266519,0,0.267474,0.266519,0.412674,12.84267,100,100,0.073576,2659,1.439207,1.731183,2.342105,1,1,8694,6408,432,279,0,1383,560,33.220257,24.485324,0.660565,0.267474,2358,2358,16510,8469,71424,0,2304,34560,0,0,0,2304,1,1,1,25969,39168,0,157824,19872,135504,15120,0.024485,0,0.057573,"Titan"
"24",256,0,6.1218e-05,8,1,32,1,46,3072,4,"lud_perimeter",10,760928,6144,3968,8,21272,16678,4464,2432,384,248,400869,400842,0.053068,0.015625,0.367263,0.237191,0,0.237669,0.237191,0.367263,12.84267,100,100,0.073514,2659,1.437983,1.731183,2.342105,1,1,7728,5696,384,248,0,1340,498,29.564654,21.790925,0.640797,0.238147,2096,2096,14683,7528,63488,0,2048,30720,0,0,0,2048,1,1,1,23084,34816,0,140288,17664,120448,13440,0.021728,0,0.057539,"Titan"
"27",256,0,6.1825e-05,7,1,32,1,46,3072,4,"lud_perimeter",10,762636,5376,3472,7,18613,14581,3906,2128,336,217,354482,348508,0.053408,0.015625,0.321211,0.207449,0,0.208405,0.207449,0.321211,12.84267,100,100,0.072757,2659,1.422921,1.731183,2.342105,1,1,6762,4984,336,217,0,921,439,25.857455,19.058496,0.440231,0.209838,1834,1834,12836,6587,55552,0,1792,26880,0,0,0,1792,1,1,1,20176,30464,0,122752,15456,105392,11760,0.018969,0,0.056934,"Titan"
"30",256,0,6.0994e-05,6,1,32,1,46,3072,4,"lud_perimeter",10,763322,4608,2976,6,15954,12484,3348,1824,288,186,302418,300852,0.053092,0.015625,0.275187,0.177725,0,0.177725,0.177725,0.275187,12.84267,100,100,0.073131,2659,1.43014,1.731183,2.342105,1,1,5796,4272,288,186,0,987,382,22.152518,16.327736,0.471544,0.182502,1572,1572,11013,5646,47616,0,1536,23040,0,0,0,1536,1,1,1,17296,26112,0,105216,13248,90336,10080,0.016245,0,0.057239,"Titan"
