"","input.size.1","input.size.2","duration","grid.x","grid.y","block.x","block.y","registers.per.thread","static.smem","device","name","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operation.single_precision_mul.","floating_point_operations.single_precision_fma.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle","gpu_name"
"3",256,0,5.2672e-05,15,1,32,1,46,3072,1,"lud_perimeter",10,455768,11520,7440,15,39870,32501,8370,4560,720,465,427036,775560,0.093364,0.02929,0.797298,0.514921,58.397624,0.514921,0.514921,0.797298,12.84267,100,100,0.132539,2658,2.608094,1.731183,2.342105,1,1,14490,10680,720,465,103,1508,944,64.182462,47.306328,0.834948,0.522673,3930,7800,27517,25410,119040,0,3840,57600,0,0,0,3840,1,1,1,44550,65280,0,263040,33120,225840,24720,0.068017,0,0.104324,"GTX-680"
"6",256,0,5.2e-05,14,1,32,1,46,3072,1,"lud_perimeter",10,441454,10752,6944,14,37212,30407,7812,4256,672,434,413576,747392,0.089944,0.027342,0.741211,0.478699,3.953127,0.478699,0.478699,0.741211,12.84267,100,100,0.12787,2658,2.517077,1.731183,2.342105,1,1,13524,9968,672,434,7,1426,872,59.667515,43.978541,0.786434,0.480905,3668,7280,25711,23716,111104,0,3584,53760,0,0,0,3584,1,1,1,41655,60928,0,245504,30912,210784,23072,0.065541,0,0.100683,"GTX-680"
"9",256,0,5.2128e-05,13,1,32,1,46,3072,1,"lud_perimeter",10,454176,9984,6448,13,34554,28181,7254,3952,624,403,413629,672218,0.080919,0.025387,0.690055,0.445661,53.788937,0.445661,0.445661,0.690055,12.84267,100,100,0.114916,2658,2.26138,1.731183,2.342105,1,1,12558,9256,624,403,95,1488,808,55.549463,40.94329,0.822758,0.446767,3406,6760,23884,22022,103168,0,3328,49920,0,0,0,3328,1,1,1,38626,56576,0,227968,28704,195728,21424,0.059155,0,0.090455,"GTX-680"
"12",256,0,5.2032e-05,12,1,32,1,46,3072,1,"lud_perimeter",10,441934,9216,5952,12,31896,26055,6696,3648,576,372,413493,620272,0.077123,0.023439,0.638265,0.412213,3.971426,0.412213,0.412213,0.638265,12.84267,100,100,0.109617,2658,2.15771,1.731183,2.342105,1,1,11592,8544,576,372,7,1224,752,51.380334,37.870391,0.678157,0.416645,3144,6240,22012,20328,95232,0,3072,46080,0,0,0,3072,1,1,1,35695,52224,0,210432,26496,180672,19776,0.056117,0,0.086308,"GTX-680"
"15",256,0,5.2192e-05,11,1,32,1,46,3072,1,"lud_perimeter",10,444512,8448,5456,11,29238,23892,6138,3344,528,341,413686,569508,0.070678,0.021485,0.583991,0.377161,3.964057,0.377161,0.377161,0.583991,12.84267,100,100,0.100488,2658,1.978034,1.731183,2.342105,1,1,10626,7832,528,341,7,1156,695,47.011242,34.650108,0.639293,0.38435,2882,5720,20205,18634,87296,0,2816,42240,0,0,0,2816,1,1,1,32731,47872,0,192896,24288,165616,18128,0.051142,0,0.079121,"GTX-680"
"18",256,0,5.2225e-05,10,1,32,1,46,3072,1,"lud_perimeter",10,443254,7680,4960,10,26580,21717,5580,3040,480,310,413522,516802,0.064277,0.019533,0.531305,0.343134,8.500875,0.343134,0.343134,0.531305,12.84267,100,100,0.091364,2658,1.798514,1.731183,2.342105,1,1,9660,7120,480,310,15,1390,625,42.770032,31.524082,0.769285,0.345902,2620,5200,18365,16940,79360,0,2560,38400,0,0,0,2560,1,1,1,29749,43520,0,175360,22080,150560,16480,0.046625,0,0.071941,"GTX-680"
"21",256,0,5.2129e-05,9,1,32,1,46,3072,1,"lud_perimeter",10,444228,6912,4464,9,23922,19544,5022,2736,432,279,426953,465098,0.057845,0.017578,0.478281,0.30889,3.967959,0.30889,0.30889,0.478281,12.84267,100,100,0.082209,2658,1.618346,1.731183,2.342105,1,1,8694,6408,432,279,7,964,563,38.501609,28.377998,0.533637,0.311658,2358,4680,16504,15246,71424,0,2304,34560,0,0,0,2304,1,1,1,26771,39168,0,157824,19872,135504,14832,0.04187,0,0.064734,"GTX-680"
"24",256,0,5.2353e-05,8,1,32,1,46,3072,1,"lud_perimeter",10,444084,6144,3968,8,21264,17374,4464,2432,384,248,413554,413554,0.051419,0.015625,0.425107,0.274548,3.967665,0.274548,0.274548,0.425107,12.84267,100,100,0.073096,2658,1.438857,1.731183,2.342105,1,1,7728,5696,384,248,7,858,497,34.22111,25.223013,0.474924,0.275102,2096,4160,14692,13552,63488,0,2048,30720,0,0,0,2048,1,1,1,23801,34816,0,140288,17664,120448,13184,0.03723,0,0.057554,"GTX-680"
"27",256,0,5.248e-05,7,1,32,1,46,3072,1,"lud_perimeter",10,443752,5376,3472,7,18606,15209,3906,2128,336,217,361911,361914,0.051411,0.015625,0.372121,0.240328,8.505614,0.240328,0.240328,0.372121,12.84267,100,100,0.073104,2658,1.439109,1.731183,2.342105,1,1,6762,4984,336,217,15,918,443,29.955711,22.079158,0.508343,0.245312,1834,3640,12843,11858,55552,0,1792,26880,0,0,0,1792,1,1,1,20833,30464,0,122752,15456,105392,11536,0.032601,0,0.057564,"GTX-680"
"30",256,0,5.2608e-05,6,1,32,1,46,3072,1,"lud_perimeter",10,442306,4608,2976,6,15948,13019,3348,1824,288,186,310162,310160,0.051429,0.015625,0.319032,0.206041,8.507511,0.206041,0.206041,0.319032,12.84267,100,100,0.073071,2658,1.438188,1.731183,2.342105,1,1,5796,4272,288,186,15,844,381,25.68205,18.929213,0.46747,0.211026,1572,3120,10997,10164,47616,0,1536,23040,0,0,0,1536,1,1,1,17839,26112,0,105216,13248,90336,9888,0.028035,0,0.057528,"GTX-680"
