256,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4103,4120,4097,4097,2049,2048,2049,2088,2051,2064,2048,2048,2048,1024,2064,2048,32768,32768,32768,32768,30720,30720,30720,30720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32791,32791,32851,32788,2049,2093,2049,2057,1219458,0,0,1048576,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,1511424,1472820,103343,48365568,655360,32768,0,0,32768,2048,1041177,62068242,64,48234496,0,0,0,0,0,0,32768,2048,131072,0,0,0,0,0,786432,39086,32768,2048,0,0
512,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,162875,167736,16384,16384,8192,8193,8193,8192,82095,84220,86068,87297,8192,8192,8192,8192,262144,262144,262144,262144,180288,177016,178624,175288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,262164,262247,262169,262164,8192,8194,8194,8193,8379869,0,0,8388608,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,11812864,11689421,738234,378011648,5242880,262144,0,0,262144,8192,8120334,512538694,256,377487360,0,0,0,0,0,0,262144,8192,1048576,0,0,0,0,0,6291456,308451,262151,8198,0,0
768,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,937379,931261,36864,36865,18432,18432,18432,18432,468715,465188,471301,467473,18432,18432,18432,18432,884736,884736,884736,884736,417792,419252,420796,414192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,884756,884756,442433,884756,18436,18436,18432,18432,27692024,0,0,28311552,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,39555072,39284788,2397095,1265762304,17694720,884736,0,0,884736,18432,27279259,1741770170,576,1264582656,0,0,0,0,0,0,884736,18432,3538944,0,0,0,0,0,21233664,989838,884807,18440,0,0
1024,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2191876,2201261,66017,65537,33021,32768,32768,32769,1095951,1100676,1100769,1098572,32768,32768,32768,32768,2097152,2097152,2097152,2097152,996028,992360,999032,995920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1048904,2097175,2098065,2097823,32768,32769,32773,32996,64912323,0,0,67108864,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,93388800,93142862,5571498,2988441600,41943040,2097152,0,0,2097152,32768,64642258,4117614848,1024,2986344448,0,0,0,0,0,0,2097152,32768,8388608,0,0,0,0,0,50331648,2358991,2097244,32768,0,0
1280,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4376728,4295404,102401,102400,51200,51200,51380,51200,2188504,2148269,2145537,2152749,51200,51200,51200,51200,4096000,2048000,4096000,4096000,1934892,1938900,1944552,1959952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,4096656,4096109,4096284,4096629,51206,51200,51201,51200,126562209,0,0,131072000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,181964800,181389432,10752940,5822873600,81920000,4096000,0,0,4096000,51200,125960630,8047638660,1600,5819596800,0,0,0,0,0,0,4096000,51200,16384000,0,0,0,0,0,98304000,4568709,4096135,51218,0,0
1536,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7586760,7694897,147457,147457,73728,73728,73729,73728,3794668,3847580,3823316,3825280,73728,73728,73728,73728,7077888,7077888,7077888,7077888,3249960,3254284,3255472,3236236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7078584,7078541,7078555,7079659,73729,36864,73728,73732,218413252,0,0,226492416,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,313933824,312958249,18432935,10045882368,141557760,7077888,0,0,7077888,73728,217868533,13910544592,2304,10041163776,0,0,0,0,0,0,7077888,73728,28311552,0,0,0,0,0,169869312,7781546,7078146,73728,0,0
1792,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,12048023,12035492,200704,200704,100352,100353,100352,100352,6024019,6018388,6035956,6018796,100352,100352,100352,100352,11239424,11239424,11239424,11239424,5213840,5262536,5212992,5239008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11240711,11241456,11240917,11241124,50176,100352,100357,100356,346052036,0,0,359661568,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,497946624,497103850,29103018,15934291968,224788480,11239424,0,0,11239424,100352,345361794,22070466806,3136,15927869440,0,0,0,0,0,0,11239424,100352,44957696,0,0,0,0,0,269746176,12557850,11239881,100362,0,0
2048,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,18479716,18352713,262145,262145,131073,131072,131073,131073,9240603,9175376,9246680,9375492,131072,131072,131072,65536,16777216,16777216,16777216,16777216,7526304,7626152,7568212,7504916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,16780915,16779176,16780648,16779613,131072,131073,131074,131076,517124135,0,0,536870912,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,742653952,741497054,43254703,23764926464,335544320,16777216,0,0,16777216,131072,515699359,32958184402,4096,23756537856,0,0,0,0,0,0,16777216,131072,67108864,0,0,0,0,0,402653184,18812407,16778503,131072,0,0
2304,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,26343828,26252897,331777,331777,165889,165888,165889,165888,13172359,13126416,13167076,13171145,165888,165888,165888,165888,23887872,23887872,23887872,23887872,10781840,10816988,10629672,10753260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23893671,23893336,23895364,23891865,165888,165889,165888,165889,735157597,0,0,764411904,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,1056706560,1055661778,61379504,33814609920,477757440,23887872,0,0,23887872,165888,734196821,46941625390,5184,33803993088,0,0,0,0,0,0,23887872,165888,95551488,0,0,0,0,0,573308928,26646859,23889012,165889,0,0
2560,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,36808064,37117626,409601,409600,204801,204801,204801,204800,18404699,18559128,18467084,18324505,204800,204800,204800,204800,32768000,32768000,32768000,32768000,14426972,14346796,14328924,14339488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,32774904,32775284,32773052,32776268,204805,204804,204802,204804,1008591454,0,0,1048576000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,1448755200,1447248744,83968950,46360166400,655360000,32768000,0,0,32768000,204800,1007210409,64408915322,6400,46347059200,0,0,0,0,0,0,32768000,204800,131072000,0,0,0,0,0,786432000,36379039,32769318,204811,0,0
