256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6855,8008,9263,9573,4646,4800,4733,5074,3440,4015,3428,3584,8192,8192,8192,8192,262144,262144,262144,262144,258720,258708,258716,258692,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,262160,262164,262196,262162,8193,8192,8197,8192,4772940,0,0,2097152,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,2048,65536,1769472,3788413,87040,655360,65536,0,0,65536,2048,4479144,271289756,256,34816,0,0,0,0,0,0,0,1048576,32768,917504,196608,983040,30720,0,0,1572864,262144,1052265,32768,0,0
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,524311,526155,28355,27761,14187,13791,13855,14024,261290,263780,263896,261204,32768,32768,32768,32768,2097152,2097152,2097152,2097152,1838354,1832873,1834828,1834251,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,2097168,2097172,2097172,2097172,32773,32768,32768,32769,35942752,0,0,16777216,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,8192,262144,13893632,30215926,607232,5242880,524288,0,0,524288,8192,35322551,2230062884,1024,270336,0,0,0,0,0,0,0,8388608,131072,7340032,1572864,7864320,122880,0,0,12582912,2097152,8600629,131072,0,0
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1934127,1930435,64738,65066,32519,32899,32096,31969,967127,967904,965228,964830,73728,73728,73728,73728,7077888,7077888,7077888,7077888,6111676,6109370,6111926,6115669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7077908,7077906,7077904,7077904,73728,73728,73732,73728,119366836,0,0,56623104,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,18432,589824,46596096,101850939,1954816,17694720,1769472,0,0,1769472,18432,118933683,7562573716,2304,903168,0,0,0,0,0,0,0,28311552,294912,24772608,5308416,26542080,276480,0,0,42467328,7077888,29121578,294912,0,0
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,5441227,5440330,104731,103268,52796,51431,53014,51504,2701339,2736356,2706191,2749293,131072,131072,131080,131072,16777216,16777216,16777216,16777216,14070343,14040694,14063727,14032022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16777232,16777234,16777236,16777232,131072,131072,131072,131076,284027584,0,0,134217728,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,110100480,241451367,4523008,41943040,4194304,0,0,4194304,32768,283191068,18054023110,4096,2129920,0,0,0,0,0,0,0,67108864,524288,58720256,12582912,62914560,491520,0,0,100663296,16777216,69251420,524288,0,0
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,9889399,9894741,189276,189667,94659,94708,95177,93861,4943146,4949126,4944037,4937596,204800,204800,204800,204800,32768000,32768000,32768000,32768000,27814120,27819293,27834491,27820654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768018,32768066,32768060,32768016,204800,204800,204800,204804,555686796,0,0,262144000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,214630400,471084341,8705024,81920000,8192000,0,0,8192000,51200,554925343,35413284722,6400,4147200,0,0,0,0,0,0,0,131072000,819200,114688000,24576000,122880000,768000,0,0,196608000,32768000,135140058,819201,0,0
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,21840658,21633568,220928,225642,111790,111855,112683,111338,10875337,10907593,10823300,10861999,294912,294912,294912,294912,56623104,56623104,56623104,56623104,45770703,45668078,45839649,45768634,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,56623120,56623120,56623122,56623124,294913,294912,294913,294912,967952342,0,0,452984832,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,370409472,819788032,14894080,141557760,14155776,0,0,14155776,73728,966986310,61747146098,9216,7151616,0,0,0,0,0,0,0,226492416,1179648,198180864,42467328,212336640,1105920,0,0,339738624,56623104,240098277,1179760,0,0
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,30407520,30222258,362116,365031,181312,182929,182041,179505,15188074,15129052,15246729,15239019,401408,401408,401408,401408,89915392,89915392,89915392,89915392,74739436,74817133,74722011,74751249,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,89915408,89915410,89915412,89915408,401408,401412,401408,401408,1532911096,0,0,719323136,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,587661312,1298323980,23483392,224788480,22478848,0,0,22478848,100352,1531497425,97856421380,12544,11339776,0,0,0,0,0,0,0,359661568,1605632,314703872,67436544,337182720,1505280,0,0,539492352,89915392,376488348,1605642,0,0
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,53777712,53587197,354973,355190,178820,176086,179065,172935,26823344,26857144,26693342,26739466,524288,524288,524288,524288,134217728,134217728,134217728,134217728,107491409,107462096,107362698,107184644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134217748,134217744,134217744,134217744,524288,524288,524288,524288,2294130552,0,0,1073741824,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,876609536,1954218104,34866176,335544320,33554432,0,0,33554432,131072,2293482057,146577472090,16384,16908288,0,0,0,0,0,0,0,536870912,2097152,469762048,100663296,503316480,1966080,0,0,805306368,134217728,582527231,2097185,0,0
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,71091570,70614445,536822,534161,268441,266780,268544,267164,35534665,35405146,35630742,35299790,663552,663552,663552,663552,191102976,191102976,191102976,191102976,155688317,155687054,155740411,156093176,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,191102996,191102992,191102996,191102994,663552,663552,663552,663552,3260877268,0,0,1528823808,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,1247477760,2770465481,49435648,477757440,47775744,0,0,47775744,165888,3258990046,208340928164,20736,24053760,0,0,0,0,0,0,0,764411904,2654208,668860416,143327232,716636160,2488320,0,0,1146617856,191102976,819174366,2654238,0,0
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,109303839,109994175,527791,535605,265025,266986,270293,260734,54564519,55094341,54784788,54386365,819200,819200,819200,819200,262144000,262144000,262144000,262144000,207593438,207347773,207702332,207274629,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,262144020,262144020,262144020,262144016,819201,819204,819200,819200,4500232304,0,0,2097152000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,1710489600,3840227503,67585024,655360000,65536000,0,0,65536000,204800,4498836430,287641722824,25600,32972800,0,0,0,0,0,0,0,1048576000,3276800,917504000,196608000,983040000,3072000,0,0,1572864000,262144000,1164035962,3276880,0,0
2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,131499663,130551002,819455,806294,409669,403067,405954,403376,65753863,65271804,65604752,65077008,991232,991232,991232,991232,348913664,348913664,348913664,348913664,283608041,283108963,283334282,283174138,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,1,348913682,348913684,348913682,348913680,991232,991236,991233,991236,5956941228,0,0,2791309312,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,2275868672,5073146670,89707520,872284160,87228416,0,0,87228416,247808,5955649276,380843333438,30976,43862016,0,0,0,0,0,0,0,1395654656,3964928,1221197824,261685248,1308426240,3717120,0,0,2093481984,348913664,1508912593,3964995,0,0
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,196976891,195849561,766224,766925,383936,381740,386050,382878,98443815,98164553,98188084,97709981,1179648,1179648,1179648,1179648,452984832,452984832,452984832,452984832,355036066,354103084,354808915,354345327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,452984848,452984850,452984848,452984850,1179648,1179652,1179648,1179648,7833764416,0,0,3623878656,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,2953838592,6685812747,116196352,1132462080,113246208,0,0,113246208,294912,7832326946,500894898868,36864,56918016,0,0,0,0,0,0,0,1811939328,4718592,1585446912,339738624,1698693120,4423680,0,0,2717908992,452984857,2062012845,4721560,0,0
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,224809422,225344623,1086960,1111058,543651,555125,547665,543554,112405452,112669183,112633772,112124371,1384448,1384448,1384448,1384448,575930368,575930368,575930368,575930368,463992314,463957694,463861130,462703400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,575930386,575930384,575930386,575930386,1384448,1384448,1384448,1384449,9848213740,0,0,4607442944,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,346112,11075584,3754622976,8397987417,147444736,1439825920,143982592,0,0,143982592,346112,9847211250,629784119392,43264,72337408,0,0,0,0,0,0,0,2303721472,5537792,2015756288,431947776,2159738880,5191680,0,0,3455582208,575930369,2529213800,5537910,0,0
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,310883108,308560535,1005123,1007303,504812,501305,503165,497832,155318518,154422549,155591362,156287818,1605632,1605632,1605632,1605632,719323136,719323136,719323136,719323136,564098983,563732034,564185451,563928450,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,719323156,719323152,719323156,719323152,1605633,1605633,1605636,1605632,12360379220,0,0,5754585088,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,0,401408,12845056,4688445440,10559200801,183845888,1798307840,179830784,0,0,179830784,401408,12359433613,790531308366,50176,90316800,0,0,0,0,0,0,0,2877292544,6422528,2517630976,539492352,2697461760,6021120,0,0,4315938816,719323136,3236121293,6422688,0,0
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,357766679,359031543,1341344,1338198,672065,670168,675681,665198,178811537,179460027,179888377,177092506,1843200,1843200,1843200,1843200,884736000,884736000,884736000,884736000,707535856,704861361,705420860,705441056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,884736016,884736020,884736018,884736016,1843204,1843204,1843205,1843200,15156750804,0,0,7077888000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,460800,14745600,5765529600,12951036444,225793024,2211840000,221184000,0,0,221184000,460800,15156179043,969463406520,57600,111052800,0,0,0,0,0,0,0,3538944000,7372800,3096576000,663552000,3317760000,6912000,0,0,5308416000,884736005,3935833641,7373026,0,0
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,468339619,468842770,1245333,1253505,624521,624156,624804,621150,234027041,234568323,233068162,233722910,2097152,2097152,2097152,2097152,1073741824,1073741824,1073741824,1073741824,838659841,837912369,840809104,837651005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1073741840,1073741842,1073741840,1073741844,2097152,2097156,2097152,2097153,18471663596,0,0,8589934592,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,524288,16777216,6996099072,15786609179,273679360,2684354560,268435456,0,0,268435456,524288,18470058719,"<OVERFLOW>",65536,134742016,0,0,0,0,0,0,0,4294967296,8388608,3758096384,805306368,4026531840,7864320,0,0,6442450944,1073741828,4849433173,8388784,0,0
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,529180284,528530492,1770314,1775776,884593,888000,878144,882937,264576368,264233347,263902876,263359524,2367488,2367488,2367488,2367488,1287913472,1287913472,1287913472,1287913472,1021446563,1023177467,1022287333,1023151460,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1287913488,1287913492,1287913488,1287913492,2367488,2367488,2367488,2367488,22043186902,0,0,10303307776,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,0,591872,18939904,8390377472,18838002925,327898112,3219783680,321978368,0,0,321978368,591872,22041536333,"<OVERFLOW>",73984,161581056,0,0,0,0,0,0,0,5151653888,9469952,4507697152,965935104,4829675520,8878080,0,0,7727480832,1287913472,5715918988,9470207,0,0
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,683532804,682956551,1618865,1625519,811831,811157,821375,810604,341566737,341660449,341547668,342239406,2654208,2654208,2654208,2654208,1528823808,1528823808,1528823808,1528823808,1189407520,1185931688,1187196513,1187296452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1528823828,1528823824,1528823860,1528823824,2654208,2654208,2654209,2654208,26495835494,0,0,12230590464,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,0,663552,21233664,9958588416,22651152694,388842496,3822059520,382205952,0,0,382205952,663552,26495136456,"<OVERFLOW>",82944,191766528,0,0,0,0,0,0,0,6115295232,10616832,5350883328,1146617856,5733089280,9953280,0,0,9172942848,1528823871,7099585629,10619210,0,0
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,740682711,739751847,2206582,2198599,1103269,1099740,1100136,1102959,370338122,369880484,369332165,369939701,2957312,2957312,2957312,2957312,1798045696,1798045696,1798045696,1798045696,1427281773,1424511530,1426631662,1426671604,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1798045716,1798045716,1798045716,1798045744,2957316,2957312,2957313,2957312,30783898256,0,0,14384365568,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,0,739328,23658496,11710955520,26310514745,456905728,4495114240,449511424,0,0,449511424,739328,30782658442,"<OVERFLOW>",92416,225495040,0,0,0,0,0,0,0,7192182784,11829248,6293159936,1348534272,6742671360,11089920,0,0,10788274176,1798045696,8015298629,11829587,0,0
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,941560434,934004501,1972970,1971249,989697,981981,988436,981293,470560229,467119772,467777484,469100082,3276800,3276800,3276800,3276800,2097152000,2097152000,2097152000,2097152000,1632346391,1629703557,1629728008,1629727068,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2097152020,2097152018,2097152020,2097152020,3276804,3276800,3276801,3276800,"<OVERFLOW>",0,0,16777216000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,0,819200,26214400,13657702400,30957716022,532481024,5242880000,524288000,0,0,524288000,819200,"<OVERFLOW>","<OVERFLOW>",102400,262963200,0,0,0,0,0,0,0,8388608000,13107200,7340032000,1572864000,7864320000,12288000,0,0,12582912000,2097152006,9617459079,13107570,0,0
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1016640562,1020180880,2533879,2544616,1266239,1272165,1271112,1273232,508339053,510206418,511064081,508101622,3612672,3612672,3612672,3612672,2427715584,2427715584,2427715584,2427715584,1917328672,1916362392,1918268017,1918988563,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,2427715652,2427715602,2427715600,2427715602,3612673,3612672,3612673,3612672,"<OVERFLOW>",0,0,19421724672,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,0,903168,28901376,15809052672,35610916187,615961600,6069288960,606928896,0,0,606928896,903168,"<OVERFLOW>","<OVERFLOW>",112896,304367616,0,0,0,0,0,0,0,9710862336,14450688,8497004544,1820786688,9103933440,13547520,0,0,14566293504,2427715584,10913699336,14451097,0,0
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1249273022,1254694926,2328525,2323737,1167281,1158813,1166140,1156273,624425464,627572204,624440071,624453523,3964928,3964928,3964928,3964928,2791309312,2791309312,2791309312,2791309312,2164913699,2164351215,2168201895,2164921092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2791309330,2791309328,2791309332,2791309328,3964929,3964928,3964929,3964933,"<OVERFLOW>",0,0,22330474496,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,0,991232,31719424,18175229952,41236593101,707740672,6978273280,697827328,0,0,697827328,991232,"<OVERFLOW>","<OVERFLOW>",123904,349904896,0,0,0,0,0,0,0,11165237248,15859712,9769582592,2093481984,10467409920,14868480,0,0,16747855872,2791309321,12852202587,15860188,0,0
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1334692380,1329673631,3085407,3078071,1542497,1540390,1545878,1544332,667323853,664862248,667287529,666052379,4333568,4333568,4333568,4333568,3189506048,3189506048,3189506048,3189506048,2519720075,2525288964,2521085782,2521868422,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3189506112,3189506064,3189506068,3189506064,4333568,4333569,4333572,4333569,"<OVERFLOW>",0,0,25516048384,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,0,1083392,34668544,20766457856,46819012947,808211456,7973765120,797376512,0,0,797376512,1083392,"<OVERFLOW>","<OVERFLOW>",135424,399771648,0,0,0,0,0,0,0,12758024192,17334272,11163271168,2392129536,11960647680,16250880,0,0,19137036288,3189506048,14369208136,17334716,0,0
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1676802249,1673310021,2886253,2877890,1444840,1437036,1438243,1436221,838022374,836771003,835746799,836951911,4718592,4718592,4718592,4718592,3623878656,3623878656,3623878656,3623878656,2787332359,2785926730,2789003344,2787710986,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3623878672,3623878676,3623878674,3623878674,4718592,4718592,4718592,4718593,"<OVERFLOW>",0,0,28991029248,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,0,1179648,37748736,23592960000,54110167368,917767168,9059696640,905969664,0,0,905969664,1179648,"<OVERFLOW>","<OVERFLOW>",147456,454164480,0,0,0,0,0,0,0,14495514624,18874368,12683575296,2717908992,13589544960,17694720,0,0,21743271936,3623879122,17258961800,18899526,0,0
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1746355363,1740315526,3634242,3648868,1816673,1824357,1829050,1821720,873049311,870228971,864864360,870624762,5120000,5120000,5120000,5120000,4096000000,4096000000,4096000000,4096000000,3227311915,3228948588,3226758946,3226704269,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4096000018,4096000018,4096000016,4096000018,5120000,5120004,5120000,5120000,"<OVERFLOW>",0,0,32768000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,0,1280000,40960000,26664960000,60157385645,1036801024,10240000000,1024000000,0,0,1024000000,1280000,"<OVERFLOW>","<OVERFLOW>",160000,513280000,0,0,0,0,0,0,0,16384000000,20480000,14336000000,3072000000,15360000000,19200000,0,0,24576000000,4096000000,18523872475,20480554,0,0
6656,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2091275040,2090005263,3209704,3221196,1608679,1606869,1608200,1610378,1045382348,1045246938,1042086266,1044909870,5537792,5537792,5537792,5537792,4607442944,4607442944,4607442944,4607442944,3563921860,3562117689,3563018397,3562361054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4607442960,4607442962,4607442962,4607442960,5537793,5537792,5537792,5537793,"<OVERFLOW>",0,0,36859543552,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,0,1384448,44302336,29992681472,68195947977,1165706240,11518607360,1151860736,0,0,1151860736,1384448,"<OVERFLOW>","<OVERFLOW>",173056,577314816,0,0,0,0,0,0,0,18429771776,22151168,16126050304,3455582208,17277911040,20766720,0,0,27644657664,4607442967,21395986633,22151872,0,0
6912,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2223905686,2233505859,4125068,4124258,2063011,2063756,2061660,2067229,1111939525,1116674304,1118165522,1119667451,5971968,5971968,5971968,5971968,5159780352,5159780352,5159780352,5159780352,4042678233,4045586516,4046533967,4047382898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5159780370,5159780372,5159781253,5159780368,5971968,5971968,5971972,5971969,"<OVERFLOW>",0,0,41278242816,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,0,1492992,47775744,33586348032,75880143324,1304876032,12899450880,1289945088,0,0,1289945088,1492992,"<OVERFLOW>","<OVERFLOW>",186624,646465536,0,0,0,0,0,0,0,20639121408,23887872,18059231232,3869835264,19349176320,22394880,0,0,30958682112,5159780356,23460743893,23888634,0,0
7168,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2633311483,2631978317,3668397,3667554,1837533,1829460,1836063,1829620,1316377359,1316266463,1315610783,1317198593,6422528,6422528,6422528,6422528,5754585088,5754585088,5754585088,5754585088,4441881892,4436813147,4437694225,4439263470,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5754585108,5754585104,5754585108,5754585106,6422528,6422528,6422532,6422533,"<OVERFLOW>",0,0,46036680704,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,0,1605632,51380224,37456183296,85232018243,1454703616,14386462720,1438646272,0,0,1438646272,1605632,"<OVERFLOW>","<OVERFLOW>",200704,720928768,0,0,0,0,0,0,0,23018340352,25690112,20141047808,4315938816,21579694080,24084480,0,0,"<OVERFLOW>",5754585137,26711802631,25691141,0,0
7424,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2758298621,2763301711,4835136,4842729,2418828,2420014,2425978,2427904,1379144733,1381638776,1382732496,1374619258,6889472,6889472,6889472,6889472,6393430016,6393430016,6393430016,6393430016,5016197336,5019563508,5014622527,5012231771,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6393430036,6393430032,6393431097,6393430032,6889472,6889472,6889476,6889476,"<OVERFLOW>",0,0,51147440128,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,0,1722368,55115776,41612410880,93969282761,1615582208,15983575040,1598357504,0,0,1598357504,1722368,"<OVERFLOW>","<OVERFLOW>",215296,800901120,0,0,0,0,0,0,0,25573720064,27557888,22377005056,4795072512,23975362560,25835520,0,0,"<OVERFLOW>",6393430016,28989576264,27558757,0,0
7680,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3299384914,3301592653,4439984,4438221,2223996,2215115,2217953,2216219,1649033710,1651558972,1653072566,1650551814,7372800,7372800,7372800,7372800,7077888000,7077888000,7077888000,7077888000,5429001241,5425913647,5425239773,5424006192,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,7077888068,7077888066,7077888018,7077888020,7372800,7372800,7372805,7372804,"<OVERFLOW>",0,0,56623104000,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,0,1843200,58982400,46065254400,106331851111,1787905024,17694720000,1769472000,0,0,1769472000,1843200,"<OVERFLOW>","<OVERFLOW>",230400,886579200,0,0,0,0,0,0,0,28311552000,29491200,24772608000,5308416000,26542080000,27648000,0,0,"<OVERFLOW>",7077889557,"<OVERFLOW>",29562960,0,0
