"","GpuName","GpuId","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","Multiprocessor.Activity","Achieved.Occupancy","Executed.IPC","Issued.IPC","Instructions.per.warp","Branch.Efficiency","Warp.Execution.Efficiency","Warp.Non.Predicated.Execution.Efficiency","Instruction.Replay.Overhead","Issue.Slot.Utilization","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Shared.Store.Transactions","Shared.Load.Transactions","Local.Load.Transactions","Local.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","Global.Hit.Rate","Local.Hit.Rate","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Global.Load.Throughput","Global.Store.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Unified.Cache.Throughput","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","Unified.Cache.Transactions","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Load.Store.Function.Unit.Utilization","Double.Precision.Function.Unit.Utilization","Special.Function.Unit.Utilization","Single.Precision.Function.Unit.Utilization","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.Special.","Instructions.Executed","Instructions.Issued","Device.Memory.Utilization","Unified.Cache.Utilization","Shared.Memory.Efficiency","Shared.Memory.Utilization","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Issue.Slots","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Atomic.Transactions","Atomic.Transactions.Per.Request","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","Issue.Stall.Reasons..Immediate.constant.","Issue.Stall.Reasons..Pipe.Busy.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","System.Memory.Read.Transactions","System.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","ECC.Transactions","Local.Memory.Overhead","Unified.Cache.Hit.Rate","L2.Hit.Rate..Texture.Reads.","L2.Hit.Rate..Texture.Writes.","L2.Throughput..Texture.Reads.","L2.Throughput..Texture.Writes.","L2.Transactions..Texture.Reads.","L2.Transactions..Texture.Writes.","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","L2.Cache.Utilization","L2.Throughput..Atomic.requests.","L2.Transactions..Atomic.requests.","System.Memory.Utilization","ECC.Throughput","Eligible.Warps.Per.Active.Cycle","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp0_write_tex_sector_queries","l2_subp1_write_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp0_write_tex_hit_sectors","l2_subp1_write_tex_hit_sectors","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","warps_launched","inst_issued0","inst_issued1","inst_issued2","inst_executed","thread_inst_executed","not_predicated_off_thread_inst_executed","local_store","local_load","shared_load","shared_store","shared_atom_cas","shared_atom","global_atom_cas","atom_count","gred_count","global_load","global_store","divergent_branch","branch","active_cycles","active_warps","active_ctas","sm_cta_launched","shared_ld_bank_conflict","shared_st_bank_conflict","shared_ld_transactions","shared_st_transactions","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"2609","GTX-970",10,"matMul_gpu_sharedmem",4,256,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",94.7729,0.880975,2.391288,2.393508,1312,100,100,99.847561,0.000518,50.893646,1.2,1,0,0,8,8,131072,786432,0,0,1048576,16384,0,1205,50,0,191.988696,2.999823,191.988696,5.999647,0,451.848394,191.988696,0,0,1151.932174,191.988696,100,50,524288,"Low (1)","Low (3)","Mid (5)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,33554432,0,16777216,0,0,2686976,2687871,"Low (1)","Low (3)",128.571429,"High (8)",16777216,0,32768000,0,2097152,29425664,4784128,0,2286110,69632,69632,1458176,1058816,0,0,5.049263,31.62095,24.641029,0,23.881858,12.274072,0.335377,0.494776,0.141073,1.561602,0,5,524519,16390,0,0,49.230769,100,100,191.988696,5.999647,524288,16384,192.073285,6.001844,0,1.874889,"Mid (5)",0,0,"Low (1)",0,2.872652,10.857432,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",533000,531960,270336,270336,0,0,31,14,19,18,0,0,262144,262144,8192,8192,262144,262144,8192,8192,262240,262279,8193,5764,0,0,5,0,1191230,0,0,4194304,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,2198931,1884350,401759,2686976,85983232,85852160,0,0,655360,131072,0,0,0,0,0,131072,2048,0,69632,1123755,63218964,31694233,1024,0,0,786432,131072,1.33625,8.1119e-05,32,32,1,8,8,1,23,512,0
"2610","GTX-970",10,"matMul_gpu_sharedmem",4,512,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.20888,0.969932,2.437861,2.439882,2592,100,100,99.92284,5.4e-05,51.865428,1.2,1,0,0,8,8,1048576,6291456,0,0,8388608,65536,64740,50244,50,0,222.978566,1.74202,222.978566,3.48404,3.441723,2.671083,222.978566,0,0,1337.871393,222.978566,100,50,4194304,"Low (1)","Low (3)","Mid (5)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,268435456,0,134217728,0,0,21233664,21234827,"Low (1)","Low (3)",128.571429,"High (9)",134217728,0,256901120,0,16777216,235143168,35913728,0,18055845,540672,540672,11599872,8429568,0,0,4.851297,30.978804,25.545306,0,24.074971,12.526228,0.085691,0.425083,0.057481,1.45514,0,5,4194375,65542,0,0,49.612403,84.402561,87.5,222.978566,3.48404,4194304,65536,222.98234,3.484359,0,278.722656,"Mid (5)",0,0,"Low (1)",0,2.942665,11.935274,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",4227072,4227072,2129920,2129920,37004,27736,28832,21814,25245,25233,32392,32360,2097152,2097152,32768,32768,2064724,2064796,28672,28672,2097265,1499279,32769,32773,0,0,5,0,8786055,0,0,33554432,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,16738302,14877168,3179290,21233664,679477248,678952960,0,0,5242880,1048576,0,0,0,0,0,1048576,8192,0,540672,8705195,540626812,269907885,4096,0,0,6291456,1048576,1.419674,0.000606111,64,64,1,8,8,1,23,512,0
"2611","GTX-970",10,"matMul_gpu_sharedmem",4,768,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.395713,0.980289,2.427514,2.426701,3872,100,100,99.948347,1.6e-05,51.579672,1.2,1,0,0,8,8,3538944,21233664,0,0,28311552,147456,2207964,100342,50,0,239.427723,1.247019,239.427723,2.494039,37.345024,1.697163,239.427723,0,0,1436.566338,239.427723,100,50,14155776,"Low (1)","Low (3)","Mid (5)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,905969664,0,452984832,0,0,71368704,71369855,"Low (2)","Low (3)",128.571429,"High (9)",452984832,0,861143040,0,56623104,793313280,118554624,0,60678815,1806336,1806336,39075840,28403712,0,0,4.684397,26.527266,38.638697,0,19.013748,9.208319,0.02463,0.419165,0.032217,1.451561,0,5,14155847,147462,0,0,49.740933,71.527269,87.5,239.427723,2.494039,14155776,147456,239.428924,2.49414,0,88.676758,"Mid (5)",0,0,"Low (1)",0,2.93453,11.979082,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",14229504,14229504,7152392,7150840,1394748,1068488,57126,42880,50061,50169,1223140,1223320,7077888,7077888,73728,73728,5937044,4243180,64512,64512,7077920,7077927,73733,73729,0,0,1,4,29744627,0,0,113246208,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,56932618,49987773,10691049,71368704,2283798528,2282618880,0,0,17694720,3538944,0,0,0,0,0,3538944,18432,0,1806336,29540603,1857166394,927052409,9216,0,0,21233664,3538944,1.420319,0.002044222,96,96,1,8,8,1,23,512,0
"2612","GTX-970",10,"matMul_gpu_sharedmem",4,1024,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.821493,0.990774,2.306251,2.3269,5152,100,100,99.96118,7e-06,49.455543,1.2,1,0,0,8,8,8388608,50331648,0,0,67108864,262144,12129732,157468,50,0,230.481342,921.925367,230.481342,1.800635,83.317664,1.081629,230.481342,0,0,1382.888051,230.481342,100,50,33554432,"Low (1)","Low (3)","Mid (5)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,2147483648,0,1073741824,0,0,168820736,168821934,"Mid (5)","Low (3)",128.571429,"High (9)",1073741824,0,2034237440,0,134217728,1880096768,277872640,0,143524534,4259840,4259840,92536832,67272704,0,0,4.295052,22.332414,50.808742,0,14.744087,6.074823,0.003136,0.397573,0.023841,1.320331,0,5,33554503,262150,0,0,49.805447,62.903905,87.5,230.481342,1.800635,33554432,262144,230.48183,1.800677,0,36.012695,"Mid (5)",0,0,"Low (1)",0,2.785307,11.5429,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",33689616,33681392,16908288,16908288,6791264,5285492,89996,67456,78609,78681,5945184,5945100,16777216,16777216,131072,131072,10389868,10389632,114688,81928,16777312,16777351,131072,131078,0,0,4,1,71319423,0,0,268435456,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,142567487,118227136,25297389,168820736,5402263552,5400166400,0,0,41943040,8388608,0,0,0,0,0,8388608,32768,0,4259840,71228036,4514341172,2264830705,16384,0,0,50331648,8388608,1.416195,0.004953115,128,128,1,8,8,1,23,512,0
"2613","GTX-970",10,"matMul_gpu_sharedmem",4,1280,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.903895,0.994547,1.474689,1.476153,6432,100,100,99.968905,7e-06,31.37279,1.2,1,0,0,8,8,16384000,98304000,0,0,131072000,409600,30281536,231661,50,0,147.722545,472.712143,147.722545,945.424286,68.256616,534.711757,147.722545,0,0,886.335268,147.722545,100,50,65536000,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,4194304000,0,2097152000,0,0,329318400,329320544,"Mid (4)","Low (2)",128.571429,"Mid (6)",2097152000,0,3964928000,0,262144000,3671654400,539033600,0,279962928,8294400,8294400,180633600,131328000,0,0,2.334098,12.173944,73.156456,3e-05,9.405212,2.028501,0.000952,0.256539,0.048712,0.595556,0,5,65536231,409606,0,0,49.844237,54.628084,87.394287,147.722545,945.424286,65536000,409600,147.723065,945.438135,0,11.817383,"Low (3)",0,0,"Low (1)",0,1.63244,7.338863,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",65745936,65735664,32974088,32971512,17381586,12755867,132549,99344,115943,115854,15206147,15205400,32768000,32768000,204800,204800,17410604,17409910,179077,179089,32768125,23408799,204801,204805,0,0,1,4,219318445,0,0,524288000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,588683792,230604991,49357279,329318400,10538188800,10534912000,0,0,81920000,16384000,0,0,0,0,0,16384000,51200,0,8294400,219132202,13941373278,6792382439,25600,0,0,98304000,16384000,1.432798,0.015369,160,160,1,8,8,1,23,512,0
"2614","GTX-970",10,"matMul_gpu_sharedmem",4,1536,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.952648,0.996084,1.36904,1.358534,7712,100,100,99.974066,2e-06,28.87235,1.2,1,0,0,8,8,28311552,169869312,0,0,226492416,589824,55105281,321762,50,0,137.85215,367.605733,137.85215,735.211466,67.078462,401.074069,137.85215,0,0,827.1129,137.85215,100,50,113246208,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,7247757312,0,3623878656,0,0,568590336,568591534,"Mid (4)","Low (2)",128.571429,"Mid (5)",3623878656,0,6841958400,0,452984832,6344146944,927203328,0,483361462,14303232,14303232,312016896,226861056,0,0,2.110929,10.560929,76.954338,7.9e-05,7.862676,1.699301,0.001123,0.239678,0.038633,0.532314,0,5,97075500,589830,0,0,49.87013,51.27544,87.308926,137.85215,735.211466,113246208,589824,118.167898,735.218945,0,6.381836,"Low (3)",0,0,"Low (1)",0,1.482857,6.758911,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",113528800,113553440,56911840,56924192,31589258,23562810,183779,138128,160783,160837,27644147,27646062,56623104,56623104,294912,294912,29002820,29000795,257875,184088,56623248,56623271,294916,294914,0,0,4,1,387180631,0,0,905969664,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,1064956680,398131388,85230046,568590336,18194890752,18190172160,0,0,141557760,28311552,0,0,0,0,0,28311552,73728,0,14303232,386996185,24668112910,12222183586,36864,0,0,169869312,28311552,1.431313,0.026126,192,192,1,8,8,1,23,512,0
"2615","GTX-970",10,"matMul_gpu_sharedmem",4,1792,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.950283,0.996728,1.285635,1.286964,8992,100,100,99.977758,1e-06,27.350824,1.2,1,0,0,8,8,44957696,269746176,0,0,359661568,802816,88861398,428663,50,0,130.518146,298.32719,130.518146,596.654381,64.494102,318.583158,130.518146,0,0,783.108875,130.518146,100,50,179830784,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,11509170176,0,5754585088,0,0,902365184,902366361,"Mid (4)","Low (2)",128.571429,"Mid (5)",5754585088,0,10854072320,0,719323136,10073735168,1467547648,0,767091369,22679552,22679552,495337472,360163328,0,0,1.959445,9.851904,77.724966,0.000103,8.181827,1.54178,0.000309,0.228637,0.03448,0.47655,0,5,179830855,802822,0,0,49.888641,50.579074,87.34243,130.518146,596.654381,179830784,802816,130.518197,596.65884,0,3.804688,"Low (3)",0,0,"Low (1)",0,1.390896,6.40915,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",180228600,180235784,90318600,90315000,50679273,38194638,245204,183852,214500,214500,44331872,44336138,89915392,89915392,401408,401408,45347106,32387711,350732,350751,89915440,89915439,401413,401409,0,0,5,0,704129936,0,0,1438646272,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,1733726224,631816690,135275288,902365184,28875685888,28869263360,0,0,224788480,44957696,0,0,0,0,0,44957696,100352,0,22679552,703847712,44900192650,22323286562,50176,0,0,269746176,44957696,1.479942,0.042615,224,224,1,8,8,1,23,512,0
"2616","GTX-970",10,"matMul_gpu_sharedmem",4,2048,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.975142,0.997101,2.157847,2.119318,10272,100,100,99.98053,1e-06,45.039623,1.2,1,0,0,8,8,67108864,402653184,0,0,536870912,1048576,133512479,551386,50,0,209.29557,418.591139,209.29557,837.182279,104.097912,440.226162,209.29557,0,0,1255.773418,209.29557,100,50,268435456,"Low (1)","Low (3)","Mid (5)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,17179869184,0,8589934592,0,0,1346371584,1346372761,"Mid (6)","Low (3)",128.571429,"High (8)",8589934592,0,16190013440,0,1073741824,15036579840,2185232384,0,1144521386,33816576,33816576,739246080,537526272,0,0,3.662682,18.322226,58.271779,0,13.701652,4.593585,0.000345,0.358608,0.012426,1.076696,0,5,268435527,898694,0,0,49.902534,50.165302,87.494659,209.29557,837.182279,268435456,1048576,209.295625,717.516603,0,4.086914,"Mid (4)",0,0,"Low (1)",0,2.465569,10.583206,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",268959744,268959744,134744072,134739960,76507266,57253283,315074,236340,275669,275697,66946828,66946821,134217728,134217728,524288,374400,67433307,67433368,457333,457336,134217760,134217767,524288,524294,0,0,4,1,613000028,0,0,2147483648,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,1197020211,942670323,201851678,1346371584,43083890688,43075502080,0,0,335544320,67108864,0,0,0,0,0,67108864,131072,0,33816576,612879497,39112853448,20591190126,65536,0,0,402653184,67108864,1.505484,0.040361,256,256,1,8,8,1,23,512,0
"2617","GTX-970",10,"matMul_gpu_sharedmem",4,2304,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.974732,0.997615,1.218429,1.235556,11552,100,100,99.982687,1e-06,26.257688,1.2,1,0,0,8,8,95551488,573308928,0,0,764411904,1327104,191295261,690889,50,0,123.378397,219.339372,123.378397,438.678744,61.751269,228.37571,123.378397,0,0,740.270382,123.378397,100,50,382205952,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,24461180928,0,12230590464,0,0,1916338176,1916340346,"Low (3)","Low (2)",128.571429,"Mid (5)",12230590464,0,23038525440,0,1528823808,21408841728,3105423360,0,1629021498,48107520,48107520,1052393472,765241344,0,0,1.832746,9.374143,77.459724,0.000104,9.096029,1.552616,0.000322,0.221438,0.027563,0.435315,0,5,382206023,1327110,0,0,49.913345,49.965952,74.044611,123.378397,438.678744,382205952,1327104,123.37842,438.680728,0,1.692383,"Low (3)",0,0,"Low (1)",0,1.328526,6.102643,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",382878736,382860272,191768840,191764216,109291777,81920984,394488,294334,345216,345066,95642000,95647493,191102976,136507392,663552,663552,95508928,95512012,576982,576915,191103072,191103111,663556,663554,0,0,0,5,1569610348,0,0,3057647616,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,4643419078,1341702334,287318534,1916338176,61322821632,61312204800,0,0,477757440,95551488,0,0,0,0,0,95551488,165888,0,48107520,1569259274,100191178422,44964516103,82944,0,0,573308928,95551488,1.523489,0.095057,288,288,1,8,8,1,23,512,0
"2618","GTX-970",10,"matMul_gpu_sharedmem",4,2560,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.980552,0.998281,1.173513,1.2013,12832,100,100,99.984414,0,25.529491,1.2,1,0,0,8,8,131072000,786432000,0,0,1048576000,1638400,263020301,846564,50,0,119.322807,190.916491,119.322807,381.832982,59.860841,197.293736,119.322807,0,0,715.936842,119.322807,100,50,524288000,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,33554432000,0,16777216000,0,0,2627993600,2627994797,"Low (3)","Low (2)",128.571429,"Mid (5)",16777216000,0,31588352000,0,2097152000,29366681600,4253286400,0,2233959093,65945600,65945600,1443430400,1049600000,0,0,1.79103,9.303244,78.575899,0.00025,8.242226,1.418859,0.00021,0.216065,0.026508,0.425709,0,5,524288071,1404358,0,0,49.921997,49.842139,85.916321,119.322807,381.832982,524288000,1638400,119.322823,327.288942,0,1.192383,"Low (3)",0,0,"Low (1)",0,1.292038,5.989977,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",525102072,525112328,262968336,262958064,150319977,112746983,483691,362623,423216,423243,131535533,131536547,262144000,262144000,819200,585152,130642366,130642085,704669,704642,262144096,262144135,819204,819202,0,0,4,1,2229927144,0,0,4194304000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,5725355190,1839924032,394036032,2627993600,84095795200,84082688000,0,0,655360000,131072000,0,0,0,0,0,131072000,204800,0,65945600,2229461303,142380693474,63867450695,102400,0,0,786432000,131072000,1.535947,0.134673,320,320,1,8,8,1,23,512,0
