"","compute_version","gpu_id","gpu_name","l1_cache_used","max_clock_rate","num_of_cores","L2","bus","memory_clock","bandwith","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","Multiprocessor.Activity","Achieved.Occupancy","Executed.IPC","Issued.IPC","Instructions.per.warp","Branch.Efficiency","Warp.Execution.Efficiency","Warp.Non.Predicated.Execution.Efficiency","Instruction.Replay.Overhead","Issue.Slot.Utilization","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Shared.Store.Transactions","Shared.Load.Transactions","Local.Load.Transactions","Local.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","Global.Hit.Rate","Local.Hit.Rate","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Global.Load.Throughput","Global.Store.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Unified.Cache.Throughput","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","Unified.Cache.Transactions","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Load.Store.Function.Unit.Utilization","Double.Precision.Function.Unit.Utilization","Special.Function.Unit.Utilization","Single.Precision.Function.Unit.Utilization","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.Special.","Instructions.Executed","Instructions.Issued","Device.Memory.Utilization","Unified.Cache.Utilization","Shared.Memory.Efficiency","Shared.Memory.Utilization","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Issue.Slots","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Atomic.Transactions","Atomic.Transactions.Per.Request","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","Issue.Stall.Reasons..Immediate.constant.","Issue.Stall.Reasons..Pipe.Busy.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","System.Memory.Read.Transactions","System.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","ECC.Transactions","Local.Memory.Overhead","Unified.Cache.Hit.Rate","L2.Hit.Rate..Texture.Reads.","L2.Hit.Rate..Texture.Writes.","L2.Throughput..Texture.Reads.","L2.Throughput..Texture.Writes.","L2.Transactions..Texture.Reads.","L2.Transactions..Texture.Writes.","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","L2.Cache.Utilization","L2.Throughput..Atomic.requests.","L2.Transactions..Atomic.requests.","System.Memory.Utilization","ECC.Throughput","Eligible.Warps.Per.Active.Cycle","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp0_write_tex_sector_queries","l2_subp1_write_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp0_write_tex_hit_sectors","l2_subp1_write_tex_hit_sectors","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","warps_launched","inst_issued0","inst_issued1","inst_issued2","inst_executed","thread_inst_executed","not_predicated_off_thread_inst_executed","local_store","local_load","shared_load","shared_store","shared_atom_cas","shared_atom","global_atom_cas","atom_count","gred_count","global_load","global_store","divergent_branch","branch","active_cycles","active_warps","active_ctas","sm_cta_launched","shared_ld_bank_conflict","shared_st_bank_conflict","shared_ld_transactions","shared_st_transactions","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"1769",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","dotProd",7,131072,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",77.04621,0.838981,2.264042,2.329,120.5,100,85.477178,81.327801,0.002111,48.81598,1,1,0,0,8,1,16384,26624,0,0,65536,2048,1948,2738,50,0,74.592308,596.738465,74.592308,4.662019,4.434382,6.232719,74.592308,0,0,242.425002,149.184617,100,12.5,32768,"Low (2)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,391168,129024,131072,0,0,493568,494265,"Low (1)","Low (1)",37.797619,"Low (2)",260096,0,7344128,0,2621440,784384,1835008,0,414393,112640,112640,114688,90112,0,0,11.711404,18.729623,8.52778,0,31.116215,25.25538,1.936823,0.78924,0.374666,1.558869,0,5,32967,2054,0,0,48.484848,100,99.609375,74.592308,4.662019,32768,2048,75.045307,4.675678,0,11.655047,"Low (2)",0,0,"Low (1)",0,2.756792,0.544718,0,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",33792,33792,17415,17401,40,0,150,112,140,150,20,20,16384,16384,1024,1024,16376,16372,1024,1024,16416,16423,1025,1029,0,0,5,0,276460,0,0,262144,0,0,0,0,2048,0,0,0,0,0,0,0,0,0,0,4096,565992,335872,79872,493568,13500416,12845056,0,0,26624,16384,0,0,0,0,0,8192,2048,0,83968,212131,11290372,5771674,2048,0,0,26624,16384,0.252491,1.28029e-05,2048,1,1,64,1,1,11,256,0
"1770",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","dotProd",7,262144,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",86.663839,0.876334,2.338947,2.347838,120.5,100,85.477178,81.327801,0.00071,49.210171,1,1,0,0,8,1,32768,53248,0,0,131072,4096,40864,9559,50,0,83.303122,666.424976,83.303122,5.206445,51.942425,12.15049,83.303122,0,0,270.735147,166.606244,100,12.5,65536,"Low (2)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,782336,258048,262144,0,0,987136,987837,"Mid (4)","Low (1)",37.797619,"Low (2)",520192,0,14688256,0,5242880,1568768,3670016,0,828093,225280,225280,229376,180224,0,0,11.487263,18.369166,16.544788,0,27.922527,21.745764,1.237305,0.783423,0.366661,1.543103,0,5,65735,4102,0,0,48.484848,48.083496,96.875,83.303122,5.206445,65536,4096,83.556072,5.214072,0,6.508056,"Low (2)",0,0,"Low (1)",0,2.785793,0.628946,0,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",67518,67650,34815,34817,16992,17160,5218,4472,5006,4986,16948,17052,32768,32768,2048,2048,15580,15548,1984,1984,32800,32807,2048,2054,0,0,0,5,472172,0,0,524288,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,8192,807492,668349,159744,987136,27000832,25690112,0,0,53248,32768,0,0,0,0,0,16384,4096,0,167936,408201,22860800,11994239,4096,0,0,53248,32768,0.230545,2.34169e-05,4096,1,1,64,1,1,11,256,0
"1771",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","dotProd",7,524288,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",92.60972,0.898081,2.4027,2.367381,120.5,100,85.477178,81.327801,0.000674,49.613302,1,1,0,0,8,1,65536,106496,0,0,262144,8192,143412,29188,50,0,88.87132,710.97056,88.87132,5.554458,97.238264,19.790467,88.87132,0,0,288.83179,177.74264,100,12.5,131072,"Low (2)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,1564672,516096,524288,0,0,1974272,1975602,"Mid (6)","Low (1)",37.797619,"Low (2)",1040384,0,29376512,0,10485760,3137536,7340032,0,1656114,450560,450560,458752,360448,0,0,11.244082,17.982084,20.825577,0,26.657062,20.373328,0.295313,0.764242,0.359624,1.498689,0,5,131271,8198,0,0,48.484848,0.024414,96.875,88.87132,5.554458,131072,8192,89.006249,5.558526,0,3.471536,"Low (2)",0,0,"Low (1)",0,2.801798,0.683816,0,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",135187,135149,69634,69630,65544,65516,14582,14606,14585,14597,65544,65528,65536,65536,4096,4096,12,8,3968,3968,65637,65663,4097,4101,0,0,5,0,886504,0,0,1048576,0,0,0,0,8192,0,0,0,0,0,0,0,0,0,0,16384,1635620,1336615,319488,1974272,54001664,51380224,0,0,106496,65536,0,0,0,0,0,32768,8192,0,335872,821488,47569286,24061052,8192,0,0,106496,65536,0.242838,4.57809e-05,8192,1,1,64,1,1,11,256,0
"1772",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","dotProd",7,1048576,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",96.206526,0.911322,2.468394,2.478039,120.5,100,85.477178,81.327801,0.000178,51.928971,1,1,0,0,8,1,131072,212992,0,0,524288,16384,262184,28742,50,0,83.510598,668.084787,83.510598,5.219412,83.523341,9.156271,83.510598,0,0,271.409445,167.021197,100,12.5,262144,"Low (2)","Low (1)","Low (3)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,3129344,1032192,1048576,0,0,3948544,3949828,"Mid (5)","Low (1)",37.797619,"Low (3)",2080768,0,58753024,0,20971520,6275072,14680064,0,3310852,901120,901120,917504,720896,0,0,11.538974,18.333573,15.538086,0,29.151856,22.570599,0.146665,0.792143,0.367234,1.560869,0,5,262343,16390,0,0,48.484848,0,96.875,83.510598,5.219412,262144,16384,83.573993,5.221324,0,1.631066,"Low (2)",0,0,"Low (1)",0,2.948891,0.739724,0,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",270270,270402,139239,139289,131125,131072,14783,15082,14801,14782,131105,131108,131072,131072,8192,8192,0,0,7936,7936,131104,131111,8197,8193,0,0,5,0,1687072,0,0,2097152,0,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,32768,3066827,2671300,638976,3948544,108003328,102760448,0,0,212992,131072,0,0,0,0,0,65536,16384,0,671744,1621182,95037628,47540694,16384,0,0,212992,131072,0.244122,8.83868e-05,16384,1,1,64,1,1,11,256,0
"1773",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","dotProd",7,2097152,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",98.006224,0.923788,2.522306,2.520865,120.5,100,85.477178,81.327801,0.000163,52.824069,1,1,0,0,8,1,262144,425984,0,0,1048576,32768,524296,32234,50,0,86.115199,688.921589,86.115199,5.3822,86.116513,5.29449,86.115199,0,0,279.874396,172.230397,100,12.5,524288,"Low (2)","Low (1)","Low (3)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,6258688,2064384,2097152,0,0,7897088,7897839,"Mid (5)","Low (1)",37.797619,"Low (3)",4161536,0,117506048,0,41943040,12550144,29360128,0,6619887,1802240,1802240,1835008,1441792,0,0,11.663455,18.475739,13.915174,0,29.667111,23.444924,0.073757,0.803297,0.370751,1.585791,0,5,524359,32774,0,0,48.484848,0,96.875,86.115199,5.3822,524288,32768,86.126861,5.383185,0,861.151367,"Low (2)",0,0,"Low (1)",0,3.006183,0.765937,0,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",540671,540673,278537,278519,262152,262152,16128,16106,16117,16121,262152,262144,262144,262144,16384,16384,0,0,15872,15872,262176,262183,16384,16390,0,0,4,1,3194520,0,0,4194304,0,0,0,0,32768,0,0,0,0,0,0,0,0,0,0,65536,5915698,5342462,1277952,7897088,216006656,205520896,0,0,425984,262144,0,0,0,0,0,131072,32768,0,1343488,3131277,184469322,93894078,32768,0,0,425985,262145,0.246599,0.0001727325,32768,1,1,64,1,1,11,256,0
"1774",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","dotProd",7,4194304,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",98.998936,0.925557,2.526683,2.53107,120.5,100,85.477178,81.327801,4.4e-05,53.037402,1,1,0,0,8,1,524288,851968,0,0,2097152,65536,1048592,36372,50,0,87.006638,696.0531,87.006638,5.437915,87.007965,3.018003,87.006638,0,0,282.771572,174.013275,100,12.5,1048576,"Low (2)","Low (1)","Low (3)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,12517376,4128768,4194304,0,0,15794176,15794867,"Mid (5)","Low (1)",37.797619,"Low (3)",8323072,0,235012096,0,83886080,25100288,58720256,0,13238963,3604480,3604480,3670016,2883584,0,0,11.645577,18.414941,13.556964,0,29.92588,23.664528,0.036396,0.805068,0.369745,1.580901,0,5,1048647,65542,0,0,48.484848,0,96.875,87.006638,5.437915,1048576,65536,87.012529,5.438413,0,435.032227,"Low (2)",0,0,"Low (1)",0,3.018218,0.774654,0,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",1081378,1081310,557066,557046,524296,524296,18194,18178,18177,18185,524296,524288,524288,524288,32768,32768,0,0,31744,31744,524320,524327,32769,32773,0,0,1,4,6317908,0,0,8388608,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,131072,11711628,10683068,2555904,15794176,432013312,411041792,0,0,851968,524288,0,0,0,0,0,262144,65536,0,2686976,6251245,368651836,187385489,65536,0,0,851968,524288,0.260937,0.0003428697,65536,1,1,64,1,1,11,256,0
"1775",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","dotProd",7,8388608,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",99.459464,0.924511,2.537273,2.53684,120.5,100,85.477178,81.327801,2.2e-05,53.158073,1,1,0,0,8,1,1048576,1703936,0,0,4194304,131072,2097160,44510,50,0,87.557087,700.456697,87.557087,5.472318,87.557421,1.858314,87.557087,0,0,284.560533,175.114174,100,12.5,2097152,"Low (2)","Low (1)","Low (3)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,25034752,8257536,8388608,0,0,31588352,31589049,"Mid (5)","Low (1)",37.797619,"Low (3)",16646144,0,470024192,0,167772160,50200576,117440512,0,26477241,7208960,7208960,7340032,5767168,0,0,11.698988,18.486908,13.063452,0,30.175358,23.767191,0.035876,0.808851,0.371303,1.592073,0,5,2097351,131078,0,0,48.484848,0,96.875,87.557087,5.472318,2097152,131072,87.565396,5.472568,0,218.892578,"Low (2)",0,0,"Low (1)",0,3.027512,0.783223,0,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",2162606,2162770,1114087,1114137,1048584,1048584,22258,22248,22250,22260,1048584,1048576,1048576,1048576,65536,65536,0,0,63488,63488,1048608,1048615,65541,65537,0,0,1,4,12479812,0,0,16777216,0,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,262144,23205980,21366024,5111808,31588352,864026624,822083584,0,0,1703936,1048576,0,0,0,0,0,524288,131072,0,5373952,12417335,733824924,374415769,131072,0,0,1703936,1048576,0.286468,0.0006821964,131072,1,1,64,1,1,11,256,0
"1776",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","dotProd",7,12582912,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",99.670434,0.92551,2.539732,2.544753,120.5,100,85.477178,81.327801,1.5e-05,53.323808,1,1,0,0,8,1,1572864,2555904,0,0,6291456,196608,3145744,52708,50,0,87.759781,702.078245,87.759781,5.484986,87.760227,1.470452,87.759781,0,0,285.219287,175.519561,100,12.5,3145728,"Low (2)","Low (1)","Low (3)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,37552128,12386304,12582912,0,0,47382528,47383233,"Mid (5)","Low (1)",37.797619,"Low (3)",24969216,0,705036288,0,251658240,75300864,176160768,0,39715521,10813440,10813440,11010048,8650752,0,0,11.703803,18.500177,12.933236,0,30.155,23.911891,0.023406,0.808683,0.371501,1.592303,0,5,3145927,196614,0,0,48.484848,0,96.875,87.759781,5.484986,3145728,196608,87.765332,5.485154,0,146.265625,"Low (2)",0,0,"Low (1)",0,3.036633,0.785068,0,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",3244000,3244064,1671167,1671169,1572872,1572864,26373,26385,26373,26385,1572872,1572864,1572864,1572864,98304,98304,0,0,95232,95232,1572896,1572903,98309,98305,0,0,1,4,18704840,0,0,25165824,0,0,0,0,196608,0,0,0,0,0,0,0,0,0,0,393216,34692150,32047800,7667712,47382528,1296039936,1233125376,0,0,2555904,1572864,0,0,0,0,0,786432,196608,0,8060928,18642039,1104094070,560644015,196608,0,0,2555904,1572864,0.305952,0.0011387853,196608,1,1,64,1,1,11,256,0
"1777",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","dotProd",7,16777216,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",99.747692,0.926531,2.541173,2.539811,120.5,100,85.477178,81.327801,2.1e-05,53.22023,1,1,0,0,8,1,2097152,3407872,0,0,8388608,262144,4194320,60934,50,0,88.243932,705.951452,88.243932,5.515246,88.244268,1.28199,88.243932,0,0,286.792778,176.487863,100,12.5,4194304,"Low (2)","Low (1)","Low (3)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,50069504,16515072,16777216,0,0,63176704,63177404,"Mid (5)","Low (1)",37.797619,"Low (3)",33292288,0,940048384,0,335544320,100401152,234881024,0,52953788,14417920,14417920,14680064,11534336,0,0,11.700709,18.49986,12.969911,0,30.193669,23.840808,0.018547,0.809956,0.371803,1.594739,0,5,4415133,262150,0,0,48.484848,0,96.875,88.243932,5.515246,4194304,262144,92.889951,5.515372,0,110.304688,"Low (2)",0,0,"Low (1)",0,3.031844,0.786309,0,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",4325411,4325341,2228232,2228216,2097160,2097160,30465,30475,30470,30476,2097160,2097152,2097152,2097152,131072,131072,0,0,126976,126976,2097248,2097255,131077,131073,0,0,1,4,24916860,0,0,33554432,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,524288,46458099,42731520,10223616,63176704,1728053248,1644167168,0,0,3407872,2097152,0,0,0,0,0,1048576,262144,0,10747904,24850605,1473569578,750133867,262144,0,0,3407872,2097152,0.330696,0.0015181614,262144,1,1,64,1,1,11,256,0
"1778",5.2,9,"GTX-980",0,1216,2048,2,256,3505,"224,32","dotProd",7,20971520,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",99.792152,0.924904,2.542448,2.547665,120.5,100,85.477178,81.327801,9e-06,53.384777,1,1,0,0,8,1,2621440,4259840,0,0,10485760,327680,5242888,69116,50,0,99.10083,792.806643,99.10083,6.193802,99.100982,1.306429,99.10083,0,0,322.077699,198.201661,100,12.5,5242880,"Low (2)","Low (1)","Low (3)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,62586880,20643840,20971520,0,0,78970880,78971582,"Mid (5)","Low (1)",37.797619,"Low (3)",41615360,0,1175060480,0,419430400,125501440,293601280,0,66192062,18022400,18022400,18350080,14417920,0,0,11.713444,18.519743,13.720183,0,29.769524,23.498371,0.007551,0.808666,0.37231,1.590207,0,5,5243079,327686,0,0,48.484848,0,96.875,99.10083,6.193802,5242880,327680,99.104592,6.193915,0,99.100586,"Low (2)",0,0,"Low (1)",0,3.038201,0.787558,0,"GeForce GTX 980 (0)",1,7,"dotProd(float*, float*, float*, int)",5406787,5406653,2785289,2785271,2621448,2621440,34569,34557,34557,34561,2621448,2621440,2621440,2621440,163840,163840,0,0,158720,158720,2621536,2621543,163844,163842,0,0,0,5,31102936,0,0,41943040,0,0,0,0,327680,0,0,0,0,0,0,0,0,0,0,655360,58033908,53413119,12779520,78970880,2160066560,2055208960,0,0,4259840,2621440,0,0,0,0,0,1310720,327680,0,13434880,31039980,1837512888,933351597,327680,0,0,4259840,2621440,0.352166,0.0018969069,327680,1,1,64,1,1,11,256,0
