"","GpuName","GpuId","L2","bandwith","Bus","Memoryclock","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","L1.Global.Hit.Rate","L1.Local.Hit.Rate","Multiprocessor.Activity","Executed.IPC","Achieved.Occupancy","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Multiprocessor.Activity.1","Executed.IPC.1","Instruction.Replay.Overhead","Shared.Memory.Replay.Overhead","Global.Memory.Replay.Overhead","Global.Memory.Cache.Replay.Overhead","Texture.Cache.Hit.Rate","Texture.Cache.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Global.Store.Throughput","Global.Load.Throughput","Local.Memory.Cache.Replay.Overhead","Shared.Memory.Efficiency","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","L2.Hit.Rate..L1.Reads.","L2.Hit.Rate..Texture.Reads.","L2.Throughput..L1.Reads.","L2.Throughput..Texture.Reads.","Local.Memory.Overhead","Warp.Execution.Efficiency","Requested.Non.Coherent.Global.Load.Throughput","Issued.IPC","Instructions.per.warp","Issue.Slot.Utilization","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Local.Load.Transactions","Local.Store.Transactions","Shared.Load.Transactions","Shared.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","System.Memory.Read.Transactions","System.Memory.Write.Transactions","Texture.Cache.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","Warp.Non.Predicated.Execution.Efficiency","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Single.Precision.Special.","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","L1.Shared.Memory.Utilization","L2.Cache.Utilization","Texture.Cache.Utilization","Device.Memory.Utilization","System.Memory.Utilization","Load.Store.Function.Unit.Utilization","Arithmetic.Function.Unit.Utilization","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Instructions.Executed","Instructions.Issued","Issue.Slots","L2.Throughput..Non.Coherent.Reads.","L2.Non.Coherent.Read.Transactions","Non.Coherent.Global.Hit.Rate","Non.Coherent.Global.Memory.Load.Throughput","Non.Coherent.Global.Load.Efficiency","L2.Throughput..Atomic.requests.","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Atomic.Replay.Overhead","Atomic.Transactions","Atomic.Transactions.Per.Request","L2.Read.Transactions..L1.read.requests.","L2.Write.Transactions..L1.write.requests.","L2.Transactions..Texture.Reads.","L2.Throughput..L1.Writes.","L2.Transactions..Atomic.requests.","ECC.Transactions","ECC.Throughput","Issue.Stall.Reasons..Pipe.Busy.","Issue.Stall.Reasons..Immediate.constant.","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","Eligible.Warps.Per.Active.Cycle","Atomic.Throughput","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex2_cache_sector_queries","tex3_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","tex2_cache_sector_misses","tex3_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp2_write_sector_misses","l2_subp3_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp2_read_sector_misses","l2_subp3_read_sector_misses","l2_subp0_write_l1_sector_queries","l2_subp1_write_l1_sector_queries","l2_subp2_write_l1_sector_queries","l2_subp3_write_l1_sector_queries","l2_subp0_read_l1_sector_queries","l2_subp1_read_l1_sector_queries","l2_subp2_read_l1_sector_queries","l2_subp3_read_l1_sector_queries","l2_subp0_read_l1_hit_sectors","l2_subp1_read_l1_hit_sectors","l2_subp2_read_l1_hit_sectors","l2_subp3_read_l1_hit_sectors","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp2_read_tex_sector_queries","l2_subp3_read_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp2_read_tex_hit_sectors","l2_subp3_read_tex_hit_sectors","rocache_subp0_gld_thread_count_32b","rocache_subp1_gld_thread_count_32b","rocache_subp2_gld_thread_count_32b","rocache_subp3_gld_thread_count_32b","rocache_subp0_gld_thread_count_64b","rocache_subp1_gld_thread_count_64b","rocache_subp2_gld_thread_count_64b","rocache_subp3_gld_thread_count_64b","rocache_subp0_gld_thread_count_128b","rocache_subp1_gld_thread_count_128b","rocache_subp2_gld_thread_count_128b","rocache_subp3_gld_thread_count_128b","rocache_subp0_gld_warp_count_32b","rocache_subp1_gld_warp_count_32b","rocache_subp2_gld_warp_count_32b","rocache_subp3_gld_warp_count_32b","rocache_subp0_gld_warp_count_64b","rocache_subp1_gld_warp_count_64b","rocache_subp2_gld_warp_count_64b","rocache_subp3_gld_warp_count_64b","rocache_subp0_gld_warp_count_128b","rocache_subp1_gld_warp_count_128b","rocache_subp2_gld_warp_count_128b","rocache_subp3_gld_warp_count_128b","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp2_read_sysmem_sector_queries","l2_subp3_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","l2_subp2_write_sysmem_sector_queries","l2_subp3_write_sysmem_sector_queries","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp2_total_read_sector_queries","l2_subp3_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp2_total_write_sector_queries","l2_subp3_total_write_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","rocache_gld_inst_8bit","rocache_gld_inst_16bit","rocache_gld_inst_32bit","rocache_gld_inst_64bit","rocache_gld_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","atom_cas_count","warps_launched","threads_launched","inst_executed","inst_issued1","inst_issued2","thread_inst_executed","shared_load","shared_store","local_load","local_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","not_predicated_off_thread_inst_executed","l1_local_load_hit","l1_local_load_miss","l1_local_store_hit","l1_local_store_miss","l1_global_load_hit","l1_global_load_miss","uncached_global_load_transaction","global_store_transaction","shared_load_replay","shared_store_replay","global_ld_mem_divergence_replays","global_st_mem_divergence_replays","local_load_transactions","local_store_transactions","l1_shared_load_transactions","l1_shared_store_transactions","X__l1_global_load_transactions","X__l1_global_store_transactions","atom_count","gred_count","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"1513","Tesla-K20",3,1,"208",320,2600,"matrix_sum_normal",5,256,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,68.971809,0.468517,0.411717,33.325229,16.662614,68.971809,0.468517,1.028516,0,0.84,0,0,0,19.98212,25.836002,33.325229,66.650457,0,0,50,50,85.400391,0,66.650457,0,"0.646831",100,0,0.965684,25,23.091397,0,0,0,0,8,8,0,0,0,0,32768,16384,0,6,0,9824,12702,31270,16436,0,0,0,0,63.603509,33.430997,0,12.496961,96,4096,4096,51797,6144,65536,65536,0,0,0,0,0,0,0,0.877763,18.713725,16.655615,0,0,1.655876,"Low (1)","Low (2)","Idle (0)","Low (3)","Low (1)","Mid (5)","Low (3)","Low (1)","Idle (0)",51200,103860,99348,0,0,0,0,0,0,65536,0,720896,0,65536,196608,524288,0,0,0,0,32768,16704,0,33.976112,0,7789,15.842908,13.703444,4.909886,0.109646,0,27.908307,15.575384,4.03929,0,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7530,4734,5937,6374,1801,2453,2502,2442,1589,1295,1208,1276,4096,4096,4096,4096,8192,8192,8192,8192,6708,6928,6832,6988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,8212,8212,8217,8212,4097,4097,4096,4101,175357,0,0,131072,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,51200,94601,4512,1638400,0,0,0,0,4096,2048,125425,3409120,1024,1572864,0,0,0,0,0,0,32768,16384,0,0,28672,14336,0,0,0,0,35163,16384,0,0,5.804237,1.2544e-05,32,32,1,8,8,1,10,0,0
"1514","Tesla-K20",3,1,"208",320,2600,"matrix_sum_normal",5,512,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,89.631159,0.466078,0.438429,37.352502,18.676251,89.631159,0.466078,1.251533,0,0.84,0,0,0,68.067321,23.812106,37.352502,74.705005,0,0,50,50,53.640747,0,74.705005,0,"0.012206",100,0,1.047577,25,25.235023,0,0,0,0,8,8,0,0,0,0,131072,65536,0,1,0,119426,41779,124638,66105,0,0,0,0,71.037921,37.676806,0,597.639648,96,16384,16384,255004,24576,262144,262144,0,0,0,0,0,0,0,0.666168,15.613185,25.628342,0,0,1.684772,"Low (1)","Low (3)","Idle (0)","Mid (5)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",204800,461114,444314,0,0,0,0,0,0,262144,0,2883584,0,262144,786432,2097152,0,0,0,0,131072,65560,0,37.366181,0,67030,38.204014,10.747339,1.023701,0.139044,0,32.61019,12.026304,3.819517,0,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,61015,59613,21024,20916,8268,8242,8277,8246,15597,15257,15231,15246,16384,16384,16384,16384,32768,32768,32768,32768,17552,17584,17668,17604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,32793,32788,32788,32788,16500,16498,16475,16484,499928,0,0,524288,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,204800,426816,16800,6553600,0,0,0,0,16384,8192,448003,12605388,4096,6291456,0,0,0,0,0,0,131072,65536,0,0,114688,57344,0,0,0,0,189473,65536,0,0,6.325215,4.9538e-05,64,64,1,8,8,1,10,0,0
"1515","Tesla-K20",3,1,"208",320,2600,"matrix_sum_normal",5,768,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,95.923968,0.387133,0.449085,32.897877,16.448938,95.923968,0.387133,1.530712,0,0.84,0,0,0,65.107257,25.285156,32.897877,65.795753,0,0,50,50,50.808716,0,65.795753,0,"0.066868",100,0,0.980631,25,23.733186,0,0,0,0,8,8,0,0,0,0,294912,147456,0,2,0,291826,113334,280322,150549,0,0,0,0,62.54068,33.587934,0,467.880859,96,36864,36864,709579,55296,589824,589824,0,0,0,0,0,0,0,0.663996,12.249132,36.478275,0,0,1.276731,"Low (1)","Low (3)","Idle (0)","Mid (5)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",460800,1167854,1130574,0,0,0,0,0,0,589824,0,6488064,0,589824,1769472,4718592,0,0,0,0,294912,147752,0,32.963915,0,181966,40.597161,7.824783,0.358202,0.123719,0,33.004948,8.143935,2.964244,0,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,146156,145588,56467,56443,18929,18980,18989,19091,36848,36844,36801,36922,36864,36864,36864,36864,58976,73728,73728,73728,37424,37436,37456,37499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,73748,73753,73748,73753,37596,37787,37644,37729,1262144,0,0,1179648,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,460800,1097185,37280,14745600,0,0,0,0,36864,18432,1189834,34154222,9216,14155776,0,0,0,0,0,0,294912,147456,0,0,258048,129024,0,0,0,0,559618,147459,0,0,6.305939,0.000131395,96,96,1,8,8,1,10,0,0
"1516","Tesla-K20",3,1,"208",320,2600,"matrix_sum_normal",5,1024,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,97.300699,0.419108,0.447283,36.043164,18.021582,97.300699,0.419108,1.455197,0,0.84,0,0,0,71.472694,27.647383,36.043164,72.086328,0,0,50,50,47.663879,0,72.086328,0,"0.051345",100,0,1.02987,25,24.900854,0,0,0,0,8,8,0,0,0,0,524288,262144,0,5,0,519825,201081,524651,266403,0,0,0,0,72.136239,36.62875,0,720.863281,96,65536,65536,1196719,98304,1048576,1048576,0,0,0,0,0,0,0,0.660124,13.455183,28.096112,0,0,1.495877,"Low (1)","Low (3)","Idle (0)","Mid (6)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",819200,2007371,1941419,0,0,0,0,0,0,1048576,0,11534336,0,1048576,3145728,8388608,0,0,0,0,524288,262548,0,36.098712,0,323417,44.467819,9.945065,0.341211,0.136314,0,35.387089,10.619339,3.590454,0,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,259990,259905,100815,100618,33741,33442,33519,33448,65946,65945,65976,65912,65536,65536,65536,65536,131072,131072,131072,131072,65776,65748,65776,65768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,131125,131133,131095,131096,66503,53269,66517,66611,2022722,0,0,2097152,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,819200,1882480,65952,26214400,0,0,0,0,65536,32768,1961299,56211970,16384,25165824,0,0,0,0,0,0,524288,262144,0,0,458752,229376,0,0,0,0,929130,262147,0,0,5.946492,0.000214309,128,128,1,8,8,1,10,0,0
"1517","Tesla-K20",3,1,"208",320,2600,"matrix_sum_normal",5,1280,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,98.660903,0.332975,0.453812,28.79499,14.397495,98.660903,0.332975,1.861547,0,0.84,0,0,0,57.929741,27.404521,28.79499,57.58998,0,0,50,50,50.093262,0,57.58998,0,"0.000000",100,0,0.949441,25,23.068064,0,0,0,0,8,8,0,0,0,0,819200,409600,0,9,0,824033,389821,819513,415198,0,0,0,0,57.611984,29.188531,0,663.436523,96,102400,102400,2399419,153600,1638400,1638400,0,0,0,0,0,0,0,0.469134,10.150625,36.524061,0,0,1.055823,"Low (1)","Low (3)","Idle (0)","Mid (5)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1280000,3662780,3559964,0,0,0,0,0,0,1638400,0,18022400,0,1638400,4915200,13107200,0,0,0,0,819200,409600,0,28.79499,0,623000,43.797067,7.048207,0.107219,0.109391,0,37.873342,6.771588,2.65325,0,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,412238,412026,194696,195077,52178,52220,52189,52220,103154,103076,103111,103085,102400,102400,102400,102400,204800,204800,204800,204800,102604,102596,102564,82036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,204820,204823,205136,204825,103927,103781,103894,103985,3902847,0,0,3276800,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,1280000,3454399,102816,40960000,0,0,0,0,102400,51200,3852896,111942198,25600,39321600,0,0,0,0,0,0,819200,409600,0,0,716800,358400,0,0,0,0,1983685,409610,0,0,5.959871,0.000425002,160,160,1,8,8,1,10,0,0
"1518","Tesla-K20",3,1,"208",320,2600,"matrix_sum_normal",5,1536,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,98.770392,0.287922,0.461945,24.978685,12.489342,98.770392,0.287922,1.879161,0,0.84,0,0,0,50.529044,24.916389,24.978685,49.95737,0,0,50,50,50.029246,0,49.95737,0,"0.007459",100,0,0.819956,25,19.921648,0,0,0,0,8,8,0,0,0,0,1179648,589824,0,1,0,1193147,588353,1179760,607520,0,0,0,0,49.962113,25.7281,0,44.40625,96,147456,147456,3426025,221184,2359296,2359296,0,0,0,0,0,0,0,0.34083,8.322623,56.904514,0,0,0.704072,"Low (1)","Low (2)","Idle (0)","Mid (4)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",1843200,5306870,5158998,0,0,0,0,0,0,2359296,0,25952256,0,2359296,7077888,18874368,0,0,0,0,1179648,589956,0,24.984275,0,873031,36.972328,3.100895,0.058289,0.09476,0,27.630341,2.938436,1.588924,0,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,596926,597546,294405,295468,77078,77454,77367,77288,150056,150307,150551,150122,147456,147456,147456,147456,294912,294912,294912,294912,147508,147543,147576,147542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294932,295011,294935,294932,121297,151746,151828,151862,6493903,0,0,4718592,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1843200,5032130,147872,58982400,0,0,0,0,147456,73728,6424382,189850424,36864,56623104,0,0,0,0,0,0,1179648,589824,0,0,1032192,516096,0,0,0,0,2886116,589987,0,0,5.507296,0.000697201,192,192,1,8,8,1,10,0,0
"1519","Tesla-K20",3,1,"208",320,2600,"matrix_sum_normal",5,1792,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,99.326917,0.329699,0.456108,28.636551,14.318276,99.326917,0.329699,1.826929,0,0.84,0,0,0,57.528001,28.363746,28.636551,57.273102,0,0,50,50,50.017688,0,57.273102,0,"0.000000",100,0,0.925602,25,22.482567,0,0,0,0,8,8,0,0,0,0,1605632,802816,0,5,0,1612778,795168,1606016,810784,0,0,0,0,57.2868,28.920771,0,187.013672,96,200704,200704,4622035,301056,3211264,3211264,0,0,0,0,0,0,0,0.399573,9.899142,41.561148,0,0,0.979974,"Low (1)","Low (3)","Idle (0)","Mid (5)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",2508800,7092200,6891080,0,0,0,0,0,0,3211264,0,35323904,0,3211264,9633792,25690112,0,0,0,0,1605632,802816,0,28.636551,0,1193864,42.585284,6.0723,0.053804,0.108619,0,35.28241,5.751648,2.383969,0,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,806463,806468,397388,397529,101760,101655,101666,101703,201905,201869,201754,201831,200704,200704,200704,200704,401408,401408,401408,401408,200756,200740,200776,200776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,401431,401509,401448,401524,202532,202533,202634,202718,7703007,0,0,6422528,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2508800,6697201,201120,80281600,0,0,0,0,200704,100352,7621037,222289362,50176,77070336,0,0,0,0,0,0,1605632,802816,0,0,1404928,702464,0,0,0,0,3791123,802833,0,0,5.518631,0.000835124,224,224,1,8,8,1,10,0,0
"1520","Tesla-K20",3,1,"208",320,2600,"matrix_sum_normal",5,2048,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,99.021803,0.40416,0.448817,35.159964,17.579982,99.021803,0.40416,1.544398,0,0.84,0,0,0,69.583483,33.423218,35.159964,70.319928,0,0,50,50,50.004721,0,70.319928,0,"0.000000",100,0,1.025606,25,24.830922,0,0,0,0,8,8,0,0,0,0,2097152,1048576,0,4,0,2075189,996781,2098013,1067592,0,0,0,0,70.348798,35.797592,0,140.639648,96,262144,262144,5059478,393216,4194304,4194304,0,0,0,0,0,0,0,0.550813,12.78535,28.056109,0,0,1.452935,"Low (1)","Low (3)","Idle (0)","Mid (6)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",3276800,8337484,8074924,0,0,0,0,0,0,4194304,0,46137344,0,4194304,12582912,33554432,0,0,0,0,2097152,1048576,0,35.159964,0,1475956,49.490509,10.021967,0.080775,0.13334,0,36.701649,10.350402,3.544978,0,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1037100,1037419,497743,498203,134130,134438,134288,134277,264664,264860,264908,264764,262232,262144,262144,262144,524288,524288,524288,524288,262169,262181,262166,262174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,524392,524308,524308,524308,267122,266908,266930,266759,8150558,0,0,8388608,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3276800,7810912,262560,104857600,0,0,0,0,262144,131072,8101703,232804256,65536,100663296,0,0,0,0,0,0,2097152,1048576,0,0,1835008,917504,0,0,0,0,4004913,1048592,0,0,6.400182,0.000884533,256,256,1,8,8,1,10,0,0
"1521","Tesla-K20",3,1,"208",320,2600,"matrix_sum_normal",5,2304,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,99.642989,0.296395,0.459997,25.947921,12.97396,99.642989,0.296395,1.95642,0,0.84,0,0,0,52.575343,26.698905,25.947921,51.895842,0,0,50,50,50.005275,0,51.895842,0,"0.000000",100,0,0.869139,25,21.134895,0,0,0,0,8,8,0,0,0,0,2654208,1327104,0,2,0,2688961,1365513,2654782,1359132,0,0,0,0,51.907065,26.574142,0,41.003906,96,331776,331776,8111505,497664,5308416,5308416,0,0,0,0,0,0,0,0.351929,8.732433,49.146486,0,0,0.778998,"Low (1)","Low (2)","Idle (0)","Mid (5)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",4147200,12260865,11928673,0,0,0,0,0,0,5308416,0,58392576,0,5308416,15925248,42467328,0,0,0,0,2654208,1327104,0,25.947921,0,2021506,39.52507,4.277887,0.044226,0.098454,0,32.622813,4.045228,1.91328,0,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1343741,1344825,681601,683364,171538,171844,171731,171644,336307,336432,336831,336602,331776,331776,331776,331776,663552,663552,663552,663552,331834,331816,331802,331789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,663572,663831,663724,663572,339803,339921,339787,339586,13967707,0,0,10616832,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4147200,11561780,332192,132710400,0,0,0,0,331776,165888,13913674,409594294,82944,127401984,0,0,0,0,0,0,2654208,1327104,0,0,2322432,1161216,0,0,0,0,6785847,1327125,0,0,5.972523,0.001524868,288,288,1,8,8,1,10,0,0
"1522","Tesla-K20",3,1,"208",320,2600,"matrix_sum_normal",5,2560,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,99.709955,0.288275,0.462642,25.136602,12.568301,99.709955,0.288275,1.922811,0,0.84,0,0,0,50.620488,25.480588,25.136602,50.273203,0,0,50,50,50.002411,0,50.273203,0,"<INVALID>",100,0,0.842537,25,20.487464,0,0,0,0,8,8,0,0,0,0,3276800,1638400,0,2,0,3299436,1660821,3277050,1657529,0,0,0,0,50.277039,25.430082,0,32.174805,96,409600,409600,9919380,614400,6553600,6553600,0,0,0,0,0,0,0,0.35703,8.424019,55.340709,0,0,0.716475,"Low (1)","Low (2)","Idle (0)","Mid (4)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",5120000,14964792,14554776,0,0,0,0,0,0,6553600,0,72089600,0,6553600,19660800,52428800,0,0,0,0,3276800,1556484,0,23.879833,0,2476713,37.998137,3.348177,0.022252,0.095619,0,28.603803,3.187535,1.667163,0,"Tesla K20c (0)",1,7,"matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1650287,1649585,828788,830010,208194,208445,208563,208386,412779,412385,412380,412326,409600,409600,409600,409600,819200,819200,819200,819200,409616,409632,409606,409625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,819223,819223,819243,819453,414220,331509,414484,414115,17891474,0,0,13107200,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,5120000,14081108,410016,163840000,0,0,0,0,409600,204800,17815929,527516826,102400,157286400,0,0,0,0,0,0,3276800,1638400,0,0,2867200,1433600,0,0,0,0,8242508,1638869,0,0,6.061356,0.001938509,320,320,1,8,8,1,10,0,0
