"","gpu_name","gpu_id","AppName","AppId","Input.Size","Duration","max_clock_rate","num_of_cores","L2","bus","memory_clock","bandwith","Achieved.Occupancy","Global.Load.Transactions.Per.Request","gld_request","Global.Store.Transactions.Per.Request","gst_request","shared_load","shared_store","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","inst_issued2","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","warps_launched","Grid.X","Grid.Y","Block.X","Block.Y","Registers.Per.Thread","Static.SMem","Floating.Point.Operations.Single.Precision.","totalLoadGM","totalStoreGM","totalLoadSM","totalStoreSM","blockSize","GridSize","totalThreads"
"1","GTX-750",7,"matMul_gpu_uncoalesced",1,256,0.001143851,1110,512,2,128,2505,"80,16",0.940634,10,1048576,16,2048,0,0,0,0,1190143,8,504,4718688,32774,2048,32,32,8,8,27,0,33554432,104857.6,128,NA,NA,64,1024,65536
"2","GTX-750",7,"matMul_gpu_uncoalesced",1,512,0.009042601,1110,512,2,128,2505,"80,16",0.949655,10,8388608,16,8192,0,0,0,0,9478400,31453,33994,37748985,131078,8192,64,64,8,8,27,0,268435456,838860.8,512,NA,NA,64,4096,262144
"3","GTX-750",7,"matMul_gpu_uncoalesced",1,768,0.033216,1110,512,2,128,2505,"80,16",0.912068,10,28311552,16,18432,0,0,0,0,31942912,5619698,112966,127921260,294918,18432,96,96,8,8,27,0,905969664,2831155.2,1152,NA,NA,64,9216,589824
"4","GTX-750",7,"matMul_gpu_uncoalesced",1,1024,0.078791,1110,512,2,128,2505,"80,16",0.953266,10,67108864,16,32768,0,0,0,0,75661568,18060906,169134,303287426,524294,32768,128,128,8,8,27,0,2147483648,6710886.4,2048,NA,NA,64,16384,1048576
"5","GTX-750",7,"matMul_gpu_uncoalesced",1,1280,0.156974,1110,512,2,128,2505,"80,16",0.942844,10,131072000,16,51200,0,0,0,0,147712256,35837435,250044,592159354,819206,51200,160,160,8,8,27,0,4194304000,13107200,3200,NA,NA,64,25600,1638400
"6","GTX-750",7,"matMul_gpu_uncoalesced",1,1536,0.272027,1110,512,2,128,2505,"80,16",0.935797,10,226492416,16,73728,0,0,0,0,255172864,61874642,346703,1023368360,1179654,73728,192,192,8,8,27,0,7247757312,22649241.6,4608,NA,NA,64,36864,2359296
"7","GTX-750",7,"matMul_gpu_uncoalesced",1,1792,0.437247,1110,512,2,128,2505,"80,16",0.937646,10,359661568,16,100352,0,0,0,0,405121280,98855417,464118,1625224452,1605638,100352,224,224,8,8,27,0,11509170176,35966156.8,6272,NA,NA,64,50176,3211264
"8","GTX-750",7,"matMul_gpu_uncoalesced",1,2048,0.632225,1110,512,2,128,2505,"80,16",0.928034,10,536870912,16,131072,0,0,0,0,604635392,147564291,605170,2425780484,2097158,131072,256,256,8,8,27,0,17179869184,53687091.2,8192,NA,NA,64,65536,4194304
"9","GTX-750",7,"matMul_gpu_uncoalesced",1,2304,0.978121,1110,512,2,128,2505,"80,16",0.90074,10,764411904,16,165888,0,0,0,0,860793088,214771564,783319,3455319260,2654214,165888,288,288,8,8,27,0,24461180928,76441190.4,10368,NA,NA,64,82944,5308416
"10","GTX-750",7,"matMul_gpu_uncoalesced",1,2560,1.375211,1110,512,2,128,2505,"80,16",0.886171,10,1048576000,16,204800,0,0,0,0,1180672256,300761025,967820,4741079728,3276806,204800,320,320,8,8,27,0,33554432000,104857600,12800,NA,NA,64,102400,6553600
"11","GTX-750",7,"matMul_gpu_uncoalesced",1,2816,2.028247,1110,512,2,128,2505,"80,16",0.893708,10,1395654656,16,247808,0,0,0,0,1571351040,426959387,1344476,6311847354,3964934,247808,352,352,8,8,27,0,44660948992,139565465.6,15488,NA,NA,64,123904,7929856
"12","GTX-750",7,"matMul_gpu_uncoalesced",1,3072,2.465399,1110,512,2,128,2505,"80,16",0.862042,10,1811939328,16,294912,0,0,0,0,2039906560,530660655,1475315,8193951894,4718598,294912,384,384,8,8,27,0,57982058496,181193932.8,18432,NA,NA,64,147456,9437184
"13","GTX-750",7,"matMul_gpu_uncoalesced",1,3328,3.719312,1110,512,2,128,2505,"80,16",0.947876,10,2303721472,16,346112,0,0,0,0,2593417472,729841754,4680798,10425137234,5537798,346112,416,416,8,8,27,0,73719087104,230372147.2,21632,NA,NA,64,173056,11075584
"14","GTX-750",7,"matMul_gpu_uncoalesced",1,3584,4.816221,1110,512,2,128,2505,"80,16",0.945122,10,2877292544,16,401408,0,0,0,0,3238961664,947806084,2322776,13023595040,6422534,401408,448,448,8,8,27,0,92073361408,287729254.4,25088,NA,NA,64,200704,12845056
"15","GTX-750",7,"matMul_gpu_uncoalesced",1,3840,6.237588,1110,512,2,128,2505,"80,16",0.914547,10,3538944000,16,460800,0,0,0,0,3983616512,1117827149,2410958,16022307172,7372830,460800,480,480,8,8,27,0,113246208000,353894400,28800,NA,NA,64,230400,14745600
"16","GTX-750",7,"matMul_gpu_uncoalesced",1,4096,6.779726,1110,512,2,128,2505,"80,16",0.893559,10,4294967296,16,524288,0,0,0,0,4834460160,1262553808,2464904,19433553544,8388668,524288,512,512,8,8,27,0,137438953472,429496729.6,32768,NA,NA,64,262144,16777216
"17","GTX-750",7,"matMul_gpu_uncoalesced",1,4352,9.861377,1110,512,2,128,2505,"80,16",0.959615,10,5151653888,16,591872,0,0,0,0,5798570496,1684734667,3203692,23336333850,9470006,591872,544,544,8,8,27,0,164852924416,515165388.8,36992,NA,NA,64,295936,18939904
"18","GTX-750",7,"matMul_gpu_uncoalesced",1,4608,12.147437,1110,512,2,128,2505,"80,16",0.958783,10,6115295232,16,663552,0,0,0,0,6883025408,2026519172,3627264,27708790424,10616917,663552,576,576,8,8,27,0,195689447424,611529523.2,41472,NA,NA,64,331776,21233664
"19","GTX-750",7,"matMul_gpu_uncoalesced",1,4864,14.818693,1110,512,2,128,2505,"80,16",0.958745,10,7192182784,16,739328,0,0,0,0,8094903040,2418723524,4129823,32597609282,11829302,739328,608,608,8,8,27,0,230149849088,719218278.4,46208,NA,NA,64,369664,23658496
"20","GTX-750",7,"matMul_gpu_uncoalesced",1,5120,16.988313,1110,512,2,128,2505,"80,16",0.954036,10,8388608000,16,819200,0,0,0,0,9441280768,3117550583,5195022,NA,13107254,819200,640,640,8,8,27,0,268435456000,838860800,51200,NA,NA,64,409600,26214400
"21","GTX-750",7,"matMul_gpu_uncoalesced",1,5376,21.455087,1110,512,2,128,2505,"80,16",0.974624,10,9710862336,16,903168,0,0,0,0,10929237248,3105753707,4564144,NA,14450766,903168,672,672,8,8,27,0,310747594752,971086233.6,56448,NA,NA,64,451584,28901376
"22","GTX-750",7,"matMul_gpu_uncoalesced",1,5632,25.362978,1110,512,2,128,2505,"80,16",0.96133,10,11165237248,16,991232,0,0,0,0,12565849088,3923796310,5718987,NA,15859820,991232,704,704,8,8,27,0,357287591936,1116523724.8,61952,NA,NA,64,495616,31719424
"23","GTX-750",7,"matMul_gpu_uncoalesced",1,5888,29.867664,1110,512,2,128,2505,"80,16",0.948627,10,12758024192,16,1083392,0,0,0,0,14358195456,5474690508,7856756,NA,17334374,1083392,736,736,8,8,27,0,408256774144,1275802419.2,67712,NA,NA,64,541696,34668544
"24","GTX-750",7,"matMul_gpu_uncoalesced",1,6144,32.808301,1110,512,2,128,2505,"80,16",0.961376,10,14495514624,16,1179648,0,0,0,0,16313353728,5735309081,7796822,NA,18874470,1179648,768,768,8,8,27,0,463856467968,1449551462.4,73728,NA,NA,64,589824,37748736
"25","GTX-750",7,"matMul_gpu_uncoalesced",1,6400,40.25287,1110,512,2,128,2505,"80,16",0.962027,10,1.6384e+10,16,1280000,0,0,0,0,18438401536,6033691484,7675841,NA,20480126,1280000,800,800,8,8,27,0,5.24288e+11,1638400000,80000,NA,NA,64,640000,40960000
"26","GTX-750",7,"matMul_gpu_uncoalesced",1,6656,46.899972,1110,512,2,128,2505,"80,16",0.97484,10,18429771776,16,1384448,0,0,0,0,20740417536,6345096360,7525827,NA,22151348,1384448,832,832,8,8,27,0,589752696832,1842977177.6,86528,NA,NA,64,692224,44302336
"27","GTX-750",7,"matMul_gpu_uncoalesced",1,6912,53.561695,1110,512,2,128,2505,"80,16",0.962652,10,20639121408,16,1492992,0,0,0,0,23226478848,7915347996,9213918,NA,23888076,1492992,864,864,8,8,27,0,660451885056,2063912140.8,93312,NA,NA,64,746496,47775744
