256,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4143,4096,4626,4620,2310,2308,2262,2825,2071,2056,2516,2064,4096,4096,4096,4096,262144,262144,262144,262144,260060,260096,260096,260096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,262175,262213,262172,262164,4096,4096,4096,4098,3584263,0,0,4194304,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,2297856,3003532,219520,73531392,655360,131072,0,0,131072,2048,3462027,104001632,1024,73400320,0,0,0,0,0,0,1048576,16384,131072,0,917504,14336,0,0,786432,131072,1052640,16384,0,0
512,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,338669,340575,17056,17031,8553,8484,8552,8508,174515,165669,174567,163826,16384,16384,16384,16384,2097152,2097152,2097152,2097152,1925459,1933454,1923055,1932204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,2097172,2097396,2097937,2097175,16384,16384,16384,16640,27353462,0,0,33554432,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,18104320,23955810,1663360,579338240,5242880,1048576,0,0,1048576,8192,27189715,856469286,4096,578813952,0,0,0,0,0,0,8388608,65536,1048576,0,7340032,57344,0,0,6291456,1048576,8526929,65536,0,0
768,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3539813,3542459,37161,37126,18596,18555,18550,18564,1770145,1772039,1765144,1773193,36864,37132,36864,36864,7077888,7077888,7077888,7077888,5307366,5310761,5308280,5309667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7078005,7079392,7077911,7078801,36864,18432,36865,36868,93782320,0,0,113246208,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,60788736,82672232,5511552,1945239552,17694720,3538944,0,0,3538944,18432,93431283,2967595430,9216,1944059904,0,0,0,0,0,0,28311552,147456,3538944,0,24772608,129024,0,0,21233664,3538944,30820267,147456,0,0
1024,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8750256,8739712,65718,65738,32862,32864,16418,32849,4364101,4373556,2169502,4371538,65536,65728,65536,65536,16777216,16777216,16777216,16777216,12426223,12413610,12415849,12402705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16779196,16778508,16777921,16778897,65536,65537,65536,65537,222527528,0,0,268435456,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,143720448,196468800,12943744,4599054336,41943040,8388608,0,0,8388608,32768,222110061,7076297338,16384,4596957184,0,0,0,0,0,0,67108864,262144,8388608,0,58720256,229376,0,0,50331648,8388608,73769737,262144,0,0
1280,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,16919477,17057460,102503,102457,51246,51224,51250,51241,8455597,8529479,8437374,8428844,102400,102400,102400,102400,32768000,32768000,32768000,32768000,12178121,24345043,24294382,24277724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,32770791,32772204,32770039,32770344,102401,102532,102401,102401,433655782,0,0,524288000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,280268800,382738289,25139584,8968601600,81920000,16384000,0,0,16384000,51200,432606461,13828869816,25600,8965324800,0,0,0,0,0,0,131072000,409600,16384000,0,114688000,358400,0,0,98304000,16384000,143431057,409600,0,0
1536,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,34216791,34277655,148865,148921,74465,74318,74416,74394,17043184,17200895,17050628,17049534,73728,147456,147456,147456,56623104,56623104,56623104,56623104,39628360,39531256,39517076,39486445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,56628288,56628472,56627752,56627615,147461,147613,147457,147458,968577415,0,0,905969664,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,483803136,793894974,43278720,15481700352,141557760,28311552,0,0,28311552,73728,968105344,30935674480,36864,15476981760,0,0,0,0,0,0,226492416,589824,28311552,0,198180864,516096,0,0,169869312,28311554,376782246,589866,0,0
1792,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,46503232,46486746,201348,201339,100686,100680,100699,100652,23256464,23243688,23242484,23247522,200704,200704,200820,200704,89915392,89915392,89915392,89915392,66693008,33346038,66691375,66691069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,89923340,89921184,89922489,89925223,200709,200705,200705,200705,1186444260,0,0,1438646272,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,767692800,1050089834,68540800,24566169600,224788480,44957696,0,0,44957696,100352,1185667855,37886125752,50176,24559747072,0,0,0,0,0,0,359661568,802816,44957696,0,314703872,702464,0,0,269746176,44957696,394132998,802816,0,0
2048,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,83399460,83484184,262240,262303,131125,131145,131113,131116,41596871,41858061,41557177,41882261,262144,262144,262144,262144,134217728,134217728,134217728,134217728,92600424,92373267,92581931,92361352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,134227684,67113992,134230619,134229120,262144,262145,262145,262145,1900826079,0,0,2147483648,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,1145307136,1658114183,102105472,36649828352,335544320,67108864,0,0,67108864,131072,1900023787,60737668658,65536,36641439744,0,0,0,0,0,0,536870912,1048576,67108864,0,469762048,917504,0,0,402653184,67108864,674952721,1048576,0,0
2304,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,108689128,109031698,332292,332203,166144,166125,166121,166094,54352945,54419246,54565788,54472478,331776,331776,331776,165888,191102976,191102976,191102976,191102976,136739342,136701678,136751478,136644382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,191122655,191117563,191120689,191115507,331781,331776,331776,331776,2580110689,0,0,3057647616,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,1630015488,2269295897,145152384,52160495616,477757440,95551488,0,0,95551488,165888,2578749200,82455877358,82944,52149878784,0,0,0,0,0,0,764411904,1327104,95551488,0,668860416,1161216,0,0,573308928,95551488,872783207,1327104,0,0
2560,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,168372112,168902483,410294,410319,205177,205173,205212,205120,84049785,84565395,84305650,84595045,409600,409600,409600,409600,262144000,262144000,262144000,262144000,178013332,177817798,177986792,177628464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,262167485,262166405,262167593,262166052,409620,409632,409601,409600,4193891354,0,0,4194304000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,2235187200,3518564068,198861184,71525990400,655360000,131072000,0,0,131072000,204800,4193172509,134104429048,102400,71512883200,0,0,0,0,0,0,1048576000,1638400,131072000,0,917504000,1433600,0,0,786432000,131072000,1582756691,1638414,0,0
