131072,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,16399,16384,8192,8192,4096,4096,4096,4096,8200,8195,8192,8192,4096,4096,4096,4096,8192,8192,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,8208,8212,8208,8208,4097,4096,4097,4096,137602,0,0,262144,0,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,4096,131072,73728,86837,0,0,0,0,0,8192,4096,110027,2953770,2048,4096,0,0,0,0,0,0,0,8192,4096,0,0,0,0,0,0,0,0,8192,4096,0,0
262144,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,32775,32768,16384,16384,8192,8192,8192,8192,16388,16387,16384,16384,8192,8192,8192,8192,16384,16384,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,16400,16404,16404,16400,8193,8196,8192,8196,233892,0,0,524288,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,8192,262144,147456,173020,0,0,0,0,0,16384,8192,206943,5577228,4096,8192,0,0,0,0,0,0,0,16384,8192,0,0,0,0,0,0,0,0,16384,8192,0,0
524288,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,65543,65536,32768,32768,16384,16384,16384,16384,32772,32771,32768,32768,16384,16384,16384,16384,32768,32768,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32784,32784,32784,32800,16389,16384,16388,16389,438568,0,0,1048576,0,0,0,0,524288,0,0,0,0,0,0,0,0,0,0,0,16384,524288,294912,345330,0,0,0,0,0,32768,16384,410546,11181994,8192,16384,0,0,0,0,0,0,0,32768,16384,0,0,0,0,0,0,0,0,32768,16384,0,0
1048576,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,131116,131072,65536,65536,32768,32768,32768,32768,65557,65539,65536,65536,32768,32768,32768,32768,65536,65536,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65552,65554,65552,65556,32772,32768,32772,32768,855336,0,0,2097152,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,589824,687532,0,0,0,0,0,65536,32768,826599,22592286,16384,32768,0,0,0,0,0,0,0,65536,32768,0,0,0,0,0,0,0,0,65536,32768,0,0
2097152,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,262159,262144,131072,131072,65536,65536,65536,65536,131080,131075,131076,131072,65536,65536,65536,65536,131072,131072,131072,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,131092,131088,131088,131092,65536,65536,65536,65536,1633624,0,0,4194304,0,0,0,0,2097152,0,0,0,0,0,0,0,0,0,0,0,65536,2097152,1179648,1375251,0,0,0,0,0,131072,65536,1605870,43859998,32768,65536,0,0,0,0,0,0,0,131072,65536,0,0,0,0,0,0,0,0,131072,65536,0,0
4194304,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,524295,524296,262144,262144,131072,131072,131072,131072,262148,262151,262144,262144,131072,131072,131072,131072,262144,262144,262144,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,262162,262164,262160,262162,131077,131072,131072,131072,3345786,0,0,8388608,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,2359296,2765184,0,0,0,0,0,262144,131072,3315707,91101944,65536,131072,0,0,0,0,0,0,0,262144,131072,0,0,0,0,0,0,0,0,262144,131072,0,0
8388608,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,1048583,1048576,524288,524288,262144,262144,262144,262144,524292,524291,524288,524288,262144,262144,262144,262144,524288,524288,524288,524288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,524308,524304,524308,524304,262144,262144,262145,262144,6481076,0,0,16777216,0,0,0,0,8388608,0,0,0,0,0,0,0,0,0,0,0,262144,8388608,4718592,5487848,0,0,0,0,0,524288,262144,6453504,176246006,131072,262144,0,0,0,0,0,0,0,524288,262144,0,0,0,0,0,0,0,0,524288,262144,0,0
12582912,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,1572879,1572864,786432,786432,393216,393216,393216,393216,786440,786435,786432,786432,393216,393216,393216,393216,786432,786432,786432,786432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,786448,786448,786450,786448,393220,393216,393216,393216,9680456,0,0,25165824,0,0,0,0,12582912,0,0,0,0,0,0,0,0,0,0,0,393216,12582912,7077888,8285900,0,0,0,0,0,786432,393216,9652783,263525862,196608,393216,0,0,0,0,0,0,0,786432,393216,0,0,0,0,0,0,0,0,786432,393216,0,0
16777216,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,2097159,2097152,1048576,1048576,524288,524288,524288,524288,1048580,1048579,1048576,1048676,524288,524288,524288,524288,1048576,1048576,1048576,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1048596,1048592,1048596,1048594,524288,524289,524288,524288,12866676,0,0,33554432,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,524288,16777216,9437184,11000154,0,0,0,0,0,1048576,524288,12838788,350645464,262144,524288,0,0,0,0,0,0,0,1048576,524288,0,0,0,0,0,0,0,0,1048576,524288,0,0
20971520,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,2621447,2621448,1310720,1310720,655360,655360,655360,655360,1310724,1310727,1310720,1310720,655360,655360,655360,655360,1310720,1310720,1310720,1310720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1310738,1310880,1310736,1310740,655365,655360,655360,655364,16205770,0,0,41943040,0,0,0,0,20971520,0,0,0,0,0,0,0,0,0,0,0,655360,20971520,11796480,13837592,0,0,0,0,0,1310720,655360,16178083,442460370,327680,655360,0,0,0,0,0,0,0,1310720,655360,0,0,0,0,0,0,0,0,1310720,655360,0,0
25165824,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,3145735,3145728,1572864,1572864,786432,786432,786432,786432,1572868,1572867,1572864,1572864,786432,786432,786432,786432,1572864,1572864,1572864,1572864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,1572884,1572882,1572882,1572884,786433,786432,786432,786437,19726612,0,0,50331648,0,0,0,0,25165824,0,0,0,0,0,0,0,0,0,0,0,786432,25165824,14155776,16472413,0,0,0,0,0,1572864,786432,19697979,539323150,393216,786432,0,0,0,0,0,0,0,1572864,786432,0,0,0,0,0,0,0,0,1572864,786432,0,0
29360128,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,3670023,3670016,1835008,1835008,917504,917504,917504,917504,1835012,1835011,1835176,1835008,917504,917504,917504,917504,1835008,1835008,1835008,1835008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1835028,1835024,1835024,1835024,917504,917504,917505,917505,23244640,0,0,58720256,0,0,0,0,29360128,0,0,0,0,0,0,0,0,0,0,0,917504,29360128,16515072,19362872,0,0,0,0,0,1835008,917504,23216601,637982794,458752,917504,0,0,0,0,0,0,0,1835008,917504,0,0,0,0,0,0,0,0,1835008,917504,0,0
33554432,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,4194311,4194304,2097152,2097152,1048576,1048576,1048576,1048576,2097156,2097155,2097152,2097152,1048576,1048576,1048576,1048576,2097152,2097152,2097152,2097152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2097172,2097168,2097172,2097172,1048580,1048580,1048580,1048576,26540828,0,0,67108864,0,0,0,0,33554432,0,0,0,0,0,0,0,0,0,0,0,1048576,33554432,18874368,22060260,0,0,0,0,0,2097152,1048576,26512660,729350770,524288,1048576,0,0,0,0,0,0,0,2097152,1048576,0,0,0,0,0,0,0,0,2097152,1048576,0,0
37748736,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,4718607,4718600,2359296,2359296,1179648,1179648,1179648,1179648,2359304,2359303,2359296,2359296,1179648,1179648,1179648,1179648,2359296,2359296,2359296,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2359314,2359316,2359312,2359314,1179648,1179648,1179652,1179648,29488896,0,0,75497472,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,0,1179648,37748736,21233664,24611585,0,0,0,0,0,2359296,1179648,29460493,807909908,589824,1179648,0,0,0,0,0,0,0,2359296,1179648,0,0,0,0,0,0,0,0,2359296,1179648,0,0
41943040,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,5242887,5242880,2621440,2621440,1310720,1310720,1310720,1310720,2621444,2621443,2621444,2621440,1310720,1310720,1310720,1310720,2621440,2621440,2621440,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2621460,2621456,2621456,2621460,1310720,1310724,1310720,1310724,32878500,0,0,83886080,0,0,0,0,41943040,0,0,0,0,0,0,0,0,0,0,0,1310720,41943040,23592960,27586863,0,0,0,0,0,2621440,1310720,32849781,902417198,655360,1310720,0,0,0,0,0,0,0,2621440,1310720,0,0,0,0,0,0,0,0,2622096,1310772,0,0
46137344,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,5767175,5767168,2883584,2883584,1441792,1441792,1441792,1441792,2883588,2883587,2883584,2883848,1441792,1441792,1441792,1441792,2883584,2883584,2883584,2883584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2883602,2883604,2883600,2883600,1441792,1441792,1441796,1441793,36181434,0,0,92274688,0,0,0,0,46137344,0,0,0,0,0,0,0,0,0,0,0,1441792,46137344,25952256,30105080,0,0,0,0,0,2883584,1441792,36152679,991921372,720896,1441792,0,0,0,0,0,0,0,2883584,1441792,0,0,0,0,0,0,0,0,2883584,1441792,0,0
50331648,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,6291463,6291456,3145728,3145728,1572864,1572864,1572864,1572864,3145732,3145731,3145728,3145728,1572864,1572864,1572864,1572864,3145728,3145728,3145728,3145728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3145748,3145746,3145744,3145748,1572864,1572864,1572865,1572868,39846816,0,0,100663296,0,0,0,0,50331648,0,0,0,0,0,0,0,0,0,0,0,1572864,50331648,28311552,33470326,0,0,0,0,0,3145728,1572864,39818613,1094507300,786432,1572864,0,0,0,0,0,0,0,3145728,1572864,0,0,0,0,0,0,0,0,3145728,1572864,0,0
54525952,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,6815751,6815744,3407872,3407872,1703936,1703936,1703936,1703936,3407876,3407875,3407872,3407872,1703936,1703936,1703936,1703936,3407872,3407872,3407872,3407872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3407888,3407888,3407890,3407888,1703940,1703936,1703936,1703941,43278102,0,0,109051904,0,0,0,0,54525952,0,0,0,0,0,0,0,0,0,0,0,1703936,54525952,30670848,35854448,0,0,0,0,0,3407872,1703936,43249731,1190641602,851968,1703936,0,0,0,0,0,0,0,3407872,1703936,0,0,0,0,0,0,0,0,3407872,1703936,0,0
58720256,"GeForce GTX 680 (1)","1","7","vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,7340039,7340032,3670016,3670016,1835008,1835008,1835008,1835008,3670020,3670019,3670020,3670016,1835008,1835008,1835008,1835008,3670016,3670016,3670016,3670016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3670036,3670034,3670034,3670036,1835013,1835008,1835008,1835008,46785368,0,0,117440512,0,0,0,0,58720256,0,0,0,0,0,0,0,0,0,0,0,1835008,58720256,33030144,38842852,0,0,0,0,0,3670016,1835008,46757191,1285633102,917504,1835008,0,0,0,0,0,0,0,3670016,1835008,0,0,0,0,0,0,0,0,3670016,1835008,0,0
