256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4103,4096,4096,4096,2048,2048,2048,2048,2052,2051,2048,4048,2048,2048,2048,2048,32768,32768,32768,32768,30716,30720,30720,30720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32788,32788,32786,32788,2052,2052,2048,2048,1104792,0,0,1048576,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,2048,65536,1507328,1301634,197632,655360,32768,0,0,32768,2048,1066541,67732530,64,18432,0,0,0,0,0,0,0,32768,2048,131072,0,0,0,0,0,786432,60697,32768,2066,0,0
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,278535,278528,16384,16384,8192,8192,8192,8192,139268,139267,139264,139276,8192,8192,8192,8192,262144,262144,262144,262144,122880,122880,122880,122880,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,262160,262160,262164,262210,8192,8196,8192,8192,8573480,0,0,8388608,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,8192,262144,11796480,10265271,1508352,5242880,262144,0,0,262144,8192,8483961,538909210,256,139264,0,0,0,0,0,0,0,262144,8192,1048576,0,0,0,0,0,6291456,482297,262146,8192,0,0
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,958739,958584,36864,36864,18432,18432,18432,18432,479360,479547,479876,479260,18432,18432,18432,18432,884736,884736,884736,884736,405432,405064,398668,406032,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,884756,884756,884752,884754,18433,18436,18432,18433,28880024,0,0,28311552,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,18432,589824,39518208,34453990,5014528,17694720,884736,0,0,884736,18432,28683926,1829406796,576,460800,0,0,0,0,0,0,0,884736,18432,3538944,0,0,0,0,0,21233664,1627787,884736,18432,0,0
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2233971,2235092,65536,65536,32768,32768,32768,32768,1116848,1117447,1119032,1116528,32768,32768,32768,32768,2097152,2097152,2097152,2097152,976752,982156,980592,976420,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2097168,2097170,2097172,2097218,32769,32769,32768,32769,67744360,0,0,67108864,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,93323264,81497232,11797504,41943040,2097152,0,0,2097152,32768,67475056,4308234088,1024,1081344,0,0,0,0,0,0,0,2097152,32768,8388608,0,0,0,0,0,50331648,3914638,2097155,32768,0,0
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4517411,4549160,102400,102412,51200,51200,51200,51200,2258984,2274083,2287080,2247396,51200,51200,51200,51200,4096000,4096000,4096000,4096000,1849980,1811560,1820948,1812092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4096064,4096018,4096020,4096016,51200,51200,51200,51200,132776440,0,0,131072000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,181862400,159280676,22938624,81920000,4096000,0,0,4096000,51200,132244305,8441074890,1600,2099200,0,0,0,0,0,0,0,4096000,51200,16384000,0,0,0,0,0,98304000,7786066,4096001,51203,0,0
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7599759,7678808,147456,147456,73728,73728,73728,73728,3799624,3840203,3869032,3885032,73728,73728,73728,73728,7077888,7077888,7077888,7077888,3303168,3227584,3206552,3176976,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,7077906,7077952,7077904,7077908,73728,73728,73728,73728,229100134,0,0,226492416,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,313786368,274735870,39519232,141557760,7077888,0,0,7077888,73728,228807213,14624212012,2304,3612672,0,0,0,0,0,0,0,7077888,73728,28311552,0,0,0,0,0,169869312,12964533,7077891,73728,0,0
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,12998831,12602096,200704,200704,100352,100352,100352,100352,6499120,6301607,6421696,6385964,100352,100352,100352,100352,11239424,11239424,11239424,11239424,4729656,4657144,4902500,4723472,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11239440,11239488,11239440,11239444,100352,100353,100352,100352,363659030,0,0,359661568,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,497745920,436871941,62620672,224788480,11239424,0,0,11239424,100352,363048059,23208594116,3136,5720064,0,0,0,0,0,0,0,11239424,100352,44957696,0,0,0,0,0,269746176,21769062,11239430,100352,0,0
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,18628123,18609676,262144,262144,131072,131072,131072,131072,9313340,9302943,9067596,9246540,131072,131072,131072,131072,16777216,16777216,16777216,16777216,7449364,7656564,7177916,7626584,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,16777232,16777232,16777236,16777282,131073,131072,131072,131073,542638920,0,0,536870912,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,742391808,651537642,93324288,335544320,16777216,0,0,16777216,131072,542270491,34672412088,4096,8519680,0,0,0,0,0,0,0,16777216,131072,67108864,0,0,0,0,0,402653184,32719350,16777226,131072,0,0
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,26369675,26484796,331776,331776,165888,165888,165888,165888,13185000,13241507,13616820,13041752,165888,165888,165888,165888,23887872,23887872,23887872,23887872,10627032,10508000,10370068,10058412,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,23887888,23887890,23887890,23887890,165893,165892,165888,165888,773162048,0,0,764411904,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,1056374784,926775214,132711424,477757440,23887872,0,0,23887872,165888,773075318,49435958644,5184,12109824,0,0,0,0,0,0,0,23887872,165888,95551488,0,0,0,0,0,573308928,46346263,23887912,165888,0,0
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,35496811,36065744,409600,409600,204800,204800,204800,204800,17753712,18029447,17896436,17602384,204800,204800,204800,204800,32768000,32768000,32768000,32768000,15135596,14997908,15061468,15056488,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32768020,32768016,32768016,32768018,204800,204800,204801,204800,1061630944,0,0,1048576000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,1448345600,1270312310,181863424,655360000,32768000,0,0,32768000,204800,1061559160,67890811912,6400,16588800,0,0,0,0,0,0,0,32768000,204800,131072000,0,0,0,0,0,786432000,61920791,32768006,204800,0,0
