"","gpu_name","gpu_id","AppName","AppId","Input.Size","Duration","max_clock_rate","num_of_cores","L2","bus","memory_clock","bandwith","Achieved.Occupancy","Global.Load.Transactions.Per.Request","gld_request","Global.Store.Transactions.Per.Request","gst_request","shared_load","shared_store","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","inst_issued2","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","warps_launched","Grid.X","Grid.Y","Block.X","Block.Y","Registers.Per.Thread","Static.SMem","Floating.Point.Operations.Single.Precision.","totalLoadGM","totalStoreGM","totalLoadSM","totalStoreSM","blockSize","GridSize","totalThreads"
"1","GTX-680",1,"matMul_gpu_sharedmem",4,256,0.001177986,1058,1536,0.5,256,3004,"192,256",0.247852,4,524288,4,4096,1310720,524288,1.2,1,299264,8203,14025,2097226,16398,4096,64,64,4,4,19,128,33554432,131072,1024,1092266.66666667,524288,16,4096,65536
"2","GTX-680",1,"matMul_gpu_sharedmem",4,512,0.010689,1058,1536,0.5,256,3004,"192,256",0.248908,4,4194304,4,16384,10485760,4194304,1.2,1,2244864,4227003,33549,16777388,65545,16384,128,128,4,4,19,128,268435456,1048576,4096,8738133.33333333,4194304,16,16384,262144
"3","GTX-680",1,"matMul_gpu_sharedmem",4,768,0.036016,1058,1536,0.5,256,3004,"192,256",0.249599,4,14155776,4,36864,35389440,14155776,1.2,1,7409920,14282327,75634,56623238,147617,36864,192,192,4,4,19,128,905969664,3538944,9216,29491200,14155776,16,36864,589824
"4","GTX-680",1,"matMul_gpu_sharedmem",4,1024,0.084985,1058,1536,0.5,256,3004,"192,256",0.249631,4,33554432,4,65536,83886080,33554432,1.2,1,17367296,33731363,134524,134217862,262149,65536,256,256,4,4,19,128,2147483648,8388608,16384,69905066.6666667,33554432,16,65536,1048576
"5","GTX-680",1,"matMul_gpu_sharedmem",4,1280,0.165926,1058,1536,0.5,256,3004,"192,256",0.249762,4,65536000,4,102400,163840000,65536000,1.2,1,33689856,65972567,210034,262144106,409605,102400,320,320,4,4,19,128,4194304000,16384000,25600,136533333.333333,65536000,16,102400,1638400
"6","GTX-680",1,"matMul_gpu_sharedmem",4,1536,0.275292,1058,1536,0.5,256,3004,"192,256",0.249804,4,113246208,4,147456,283115520,113246208,1.2,1,57950464,114527531,303580,452984968,589833,147456,384,384,4,4,19,128,7247757312,28311552,36864,235929600,113246208,16,147456,2359296
"7","GTX-680",1,"matMul_gpu_sharedmem",4,1792,0.439716,1058,1536,0.5,256,3004,"192,256",0.249854,4,179830784,4,200704,449576960,179830784,1.2,1,91721984,181615355,411456,719323302,802816,200704,448,448,4,4,19,128,11509170176,44957696,50176,374647466.666667,179830784,16,200704,3211264
"8","GTX-680",1,"matMul_gpu_sharedmem",4,2048,0.654899,1058,1536,0.5,256,3004,"192,256",0.249873,4,268435456,4,262144,671088640,268435456,1.2,1,136577280,272854599,538641,1073741896,1048585,262144,512,512,4,4,19,128,17179869184,67108864,65536,559240533.333333,268435456,16,262144,4194304
"9","GTX-680",1,"matMul_gpu_sharedmem",4,2304,0.933446,1058,1536,0.5,256,3004,"192,256",0.249895,4,382205952,4,331776,955514880,382205952,1.2,1,194089216,390730791,679284,1528823912,1327105,331776,576,576,4,4,19,128,24461180928,95551488,82944,796262400,382205952,16,331776,5308416
"10","GTX-680",1,"matMul_gpu_sharedmem",4,2560,1.281488,1058,1536,0.5,256,3004,"192,256",0.249909,4,524288000,4,409600,1310720000,524288000,1.2,1,265830656,539752683,838449,2097152100,1638408,409600,640,640,4,4,19,128,33554432000,131072000,102400,1092266666.66667,524288000,16,409600,6553600
"11","GTX-680",1,"matMul_gpu_sharedmem",4,2816,1.709266,1058,1536,0.5,256,3004,"192,256",0.249921,4,697827328,4,495616,1744568320,697827328,1.2,1,353374464,722928427,1014165,2791309382,1982466,495616,704,704,4,4,19,128,44660948992,174456832,123904,1453806933.33333,697827328,16,495616,7929856
"12","GTX-680",1,"matMul_gpu_sharedmem",4,3072,2.213871,1058,1536,0.5,256,3004,"192,256",0.249921,4,905969664,4,589824,2264924160,905969664,1.2,1,458293504,941410651,1212297,3623878722,2359300,589824,768,768,4,4,19,128,57982058496,226492416,147456,1887436800,905969664,16,589824,9437184
"13","GTX-680",1,"matMul_gpu_sharedmem",4,3328,2.823254,1058,1536,0.5,256,3004,"192,256",0.249921,4,1151860736,4,692224,2879651840,1151860736,1.2,1,582160640,1208363011,1414518,4607443012,2768908,692224,832,832,4,4,19,128,73719087104,287965184,173056,2399709866.66667,1151860736,16,692224,11075584
"14","GTX-680",1,"matMul_gpu_sharedmem",4,3584,3.521898,1058,1536,0.5,256,3004,"192,256",0.249921,4,1438646272,4,802816,3596615680,1438646272,1.2,1,726548736,1516715555,1643928,5754585266,3211269,802816,896,896,4,4,19,128,92073361408,359661568,200704,2997179733.33333,1438646272,16,802816,12845056
"15","GTX-680",1,"matMul_gpu_sharedmem",4,3840,4.348581,1058,1536,0.5,256,3004,"192,256",0.249921,4,1769472000,4,921600,4423680000,1769472000,1.2,1,893030656,1872242627,1879354,7077888100,3686400,921600,960,960,4,4,19,128,113246208000,442368000,230400,3686400000,1769472000,16,921600,14745600
"16","GTX-680",1,"matMul_gpu_sharedmem",4,4096,5.251682,1058,1536,0.5,256,3004,"192,256",0.249921,4,2147483648,4,1048576,5368709120,2147483648,1.2,1,1083179264,2290853995,2144872,8589934692,4194306,1048576,1024,1024,4,4,19,128,137438953472,536870912,262144,4473924266.66667,2147483648,16,1048576,16777216
"17","GTX-680",1,"matMul_gpu_sharedmem",4,4352,6.3177,1058,1536,0.5,256,3004,"192,256",0.249921,4,2575826944,4,1183744,6439567360,2575826944,1.2,1,1298567424,2761225703,2418575,10303307908,4734984,1183744,1088,1088,4,4,19,128,164852924416,643956736,295936,5366306133.33333,2575826944,16,1183744,18939904
"18","GTX-680",1,"matMul_gpu_sharedmem",4,4608,7.495728,1058,1536,0.5,256,3004,"192,256",0.249921,4,3057647616,4,1327104,7644119040,3057647616,1.2,1,1540768000,3268720255,2722317,12230590600,5308422,1327104,1152,1152,4,4,19,128,195689447424,764411904,331776,6370099200,3057647616,16,1327104,21233664
"19","GTX-680",1,"matMul_gpu_sharedmem",4,4864,8.825136,1058,1536,0.5,256,3004,"192,256",0.249921,4,3596091392,4,1478656,8990228480,3596091392,1.2,1,1811353856,3886190899,3026469,14384365670,5914626,1478656,1216,1216,4,4,19,128,230149849088,899022848,369664,7491857066.66667,3596091392,16,1478656,23658496
"20","GTX-680",1,"matMul_gpu_sharedmem",4,5120,10.280783,1058,1536,0.5,256,3004,"192,256",0.249921,4,4194304000,4,1638400,10485760000,4194304000,1.2,1,2111897856,4544947347,3355792,16777216136,6553609,1638400,1280,1280,4,4,19,128,268435456000,1048576000,409600,8738133333.33333,4194304000,16,1638400,26214400
"21","GTX-680",1,"matMul_gpu_sharedmem",4,5376,11.923501,1058,1536,0.5,256,3004,"192,256",0.249921,4,4855431168,4,1806336,12138577920,4855431168,1.2,1,2443972864,5271178699,3693662,19421724744,7225348,1806336,1344,1344,4,4,19,128,NA,1213857792,451584,10115481600,4855431168,16,1806336,28901376
"22","GTX-680",1,"matMul_gpu_sharedmem",4,5632,13.785869,1058,1536,0.5,256,3004,"192,256",0.249921,4,5582618624,4,1982464,13956546560,5582618624,1.2,1,2809151744,6083659823,4050509,22330474606,7929856,1982464,1408,1408,4,4,19,128,NA,1395654656,495616,11630455466.6667,5582618624,16,1982464,31719424
"23","GTX-680",1,"matMul_gpu_sharedmem",4,5888,15.794089,1058,1536,0.5,256,3004,"192,256",0.249921,4,6379012096,4,2166784,15947530240,6379012096,1.2,1,3209007360,6985217223,4415828,25516048450,8667137,2166784,1472,1472,4,4,19,128,NA,1594753024,541696,13289608533.3333,6379012096,16,2166784,34668544
"24","GTX-680",1,"matMul_gpu_sharedmem",4,6144,17.885617,1058,1536,0.5,256,3004,"192,256",0.249921,4,7247757312,4,2359296,18119393280,7247757312,1.2,1,3645112576,7856005655,4869979,28991029348,9437191,2359296,1536,1536,4,4,19,128,NA,1811939328,589824,15099494400,7247757312,16,2359296,37748736
"25","GTX-680",1,"matMul_gpu_sharedmem",4,6400,20.253923,1058,1536,0.5,256,3004,"192,256",0.249921,4,8.192e+09,4,2560000,2.048e+10,8.192e+09,1.2,1,4119040256,9000927851,5228459,32768000104,10240001,2560000,1600,1600,4,4,19,128,NA,2.048e+09,640000,17066666666.6667,8.192e+09,16,2560000,40960000
"26","GTX-680",1,"matMul_gpu_sharedmem",4,6656,22.776122,1058,1536,0.5,256,3004,"192,256",0.249921,4,9214885888,4,2768896,23037214720,9214885888,1.2,1,4632363264,10065171231,5662155,36859543626,11075586,2768896,1664,1664,4,4,19,128,NA,2303721472,692224,19197678933.3333,9214885888,16,2768896,44302336
"27","GTX-680",1,"matMul_gpu_sharedmem",4,6912,25.551682,1058,1536,0.5,256,3004,"192,256",0.249921,4,10319560704,4,2985984,25798901760,10319560704,1.2,1,5186654464,11385486603,6092683,41278242954,11943945,2985984,1728,1728,4,4,19,128,NA,2579890176,746496,21499084800,10319560704,16,2985984,47775744
"28","GTX-680",1,"matMul_gpu_sharedmem",4,7168,28.462935,1058,1536,0.5,256,3004,"192,256",0.249921,4,11509170176,4,3211264,28772925440,11509170176,NA,1,5783486720,12688292647,6563422,46036680804,12845056,3211264,1792,1792,4,4,19,128,NA,2877292544,802816,NA,11509170176,16,3211264,51380224
"29","GTX-680",1,"matMul_gpu_sharedmem",4,7424,31.417376,1058,1536,0.5,256,3004,"192,256",0.249921,4,12786860032,4,3444736,31967150080,12786860032,NA,1,6424432896,14178385676,7027894,51147440264,13778955,3444736,1856,1856,4,4,19,128,NA,3196715008,861184,NA,12786860032,16,3444736,55115776
"30","GTX-680",1,"matMul_gpu_sharedmem",4,7680,34.932745,1058,1536,0.5,256,3004,"192,256",0.249921,4,14155776000,4,3686400,35389440000,14155776000,NA,1,7111065856,15169375343,7616066,56623104134,14745606,3686400,1920,1920,4,4,19,128,NA,3538944000,921600,NA,14155776000,16,3686400,58982400
